timestamp,plant_id,plant_name,latitude,longitude,hub_height_m,capacity_mw,temperature_c,humidity_pct,wind_speed_80m,wind_speed_120m,wind_direction_deg,power_output_mw
2024-01-01 01:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,17.51,59.66,3.3,3.392,249.3,5.1754
2024-01-01 01:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,11.12,55.84,2.64,2.577,251.3,0.0
2024-01-01 01:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,16.7,59.71,2.083,2.295,230.0,0.0
2024-01-01 01:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,13.46,50.62,3.087,2.98,231.8,0.0
2024-01-01 01:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,16.68,51.1,1.952,2.058,256.5,0.0
2024-01-01 01:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,18.79,49.33,5.013,5.064,248.1,2.2133
2024-01-01 01:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,11.59,57.46,4.042,4.193,251.2,0.0
2024-01-01 01:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,16.99,50.8,2.351,2.369,243.3,0.0
2024-01-01 01:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,17.21,60.59,3.623,3.693,262.4,8.8634
2024-01-01 01:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,12.59,57.79,5.132,5.543,258.6,1.4294
2024-01-01 01:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,17.73,56.26,3.864,3.952,248.4,0.0
2024-01-01 01:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,13.08,55.49,5.807,5.845,250.7,2.4548
2024-01-01 02:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,17.39,48.14,2.777,3.006,215.9,1.666
2024-01-01 02:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,16.86,54.12,3.232,3.141,222.9,0.1491
2024-01-01 02:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,12.79,64.87,3.105,3.297,224.4,0.0
2024-01-01 02:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,18.42,55.63,4.068,4.389,205.0,0.5501
2024-01-01 02:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,18.36,59.17,6.575,6.661,232.0,19.6712
2024-01-01 02:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,11.94,53.35,4.817,4.943,228.6,0.0
2024-01-01 02:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,16.3,59.77,5.163,5.218,213.8,2.0098
2024-01-01 02:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,13.2,55.09,4.873,4.972,217.4,0.6968
2024-01-01 02:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,16.72,51.61,5.442,5.813,210.2,1.7582
2024-01-01 02:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,17.73,53.3,4.869,5.184,220.9,0.893
2024-01-01 02:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,13.32,59.39,5.34,5.883,220.3,0.2439
2024-01-01 02:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,18.07,56.07,3.03,3.252,213.1,0.0
2024-01-01 02:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,18.06,53.63,3.393,3.74,218.2,4.1602
2024-01-01 02:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,13.19,59.75,4.231,4.326,231.1,0.0
2024-01-01 02:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,16.59,50.97,4.708,5.111,212.1,1.0006
2024-01-01 02:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,14.79,47.77,7.019,7.572,214.4,2.4928
2024-01-01 03:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,20.5,49.71,2.223,2.312,265.9,0.0
2024-01-01 03:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,18.9,53.11,3.044,3.268,256.2,0.0
2024-01-01 03:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,14.42,61.68,5.373,5.666,257.3,0.2897
2024-01-01 03:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,17.7,57.91,2.861,3.185,244.4,0.1569
2024-01-01 03:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,19.5,53.57,3.111,3.326,261.7,0.0
2024-01-01 03:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,13.76,53.59,5.181,5.202,273.6,1.3798
2024-01-01 03:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,17.63,52.42,5.641,5.937,244.9,1.445
2024-01-01 03:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,14.13,54.55,4.988,5.185,249.4,0.0
2024-01-01 03:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,20.51,45.02,4.029,4.076,244.8,0.0
2024-01-01 03:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,17.86,49.09,3.677,3.75,240.7,1.8174
2024-01-01 03:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,14.24,63.44,6.121,6.389,242.9,0.7507
2024-01-01 03:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,18.75,52.91,2.936,2.952,230.3,0.0
2024-01-01 03:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,18.48,56.29,6.209,6.526,242.0,26.1202
2024-01-01 03:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,14.13,51.63,5.045,5.476,246.4,0.3524
2024-01-01 03:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,17.85,48.75,3.702,3.832,231.1,1.3745
2024-01-01 03:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,13.56,52.43,3.843,3.581,233.6,0.0
2024-01-01 04:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,19.42,51.3,4.566,4.75,218.8,0.0
2024-01-01 04:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,19.32,52.42,6.393,6.777,218.7,0.0
2024-01-01 04:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,14.14,62.03,4.708,5.134,218.5,0.0
2024-01-01 04:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,19.19,54.88,3.542,3.954,200.9,0.0
2024-01-01 04:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,20.66,53.73,4.362,4.613,228.7,0.1013
2024-01-01 04:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,14.61,56.5,2.389,2.172,229.5,0.0
2024-01-01 04:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,19.22,57.4,6.502,7.177,217.0,3.7996
2024-01-01 04:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,15.05,54.45,5.846,5.843,206.9,1.8089
2024-01-01 04:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,20.81,52.16,5.011,5.269,234.8,0.1189
2024-01-01 04:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,20.1,45.15,7.524,7.841,248.7,5.885
2024-01-01 04:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,15.85,64.89,3.802,3.975,244.8,0.0
2024-01-01 04:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,19.81,54.55,6.36,6.617,220.5,2.9735
2024-01-01 04:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,21.41,50.74,3.067,3.304,245.3,0.0
2024-01-01 04:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,15.47,52.47,3.691,3.382,243.0,0.0
2024-01-01 04:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,19.83,53.79,6.477,7.037,224.6,3.7351
2024-01-01 04:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,15.01,53.23,4.558,4.796,231.8,0.5711
2024-01-01 05:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,20.74,47.27,5.167,5.192,216.2,0.0
2024-01-01 05:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,20.85,49.87,4.789,4.847,218.6,1.6304
2024-01-01 05:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,15.4,58.81,6.786,7.219,211.8,0.7528
2024-01-01 05:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,20.69,60.46,4.03,4.39,204.5,0.0
2024-01-01 05:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,20.39,54.49,4.37,4.893,228.1,1.2421
2024-01-01 05:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,16.9,55.32,3.965,4.409,225.2,0.0
2024-01-01 05:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,22.12,55.63,8.14,8.38,211.8,12.5198
2024-01-01 05:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,18.09,48.38,3.844,3.98,208.7,0.0
2024-01-01 05:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,23.03,54.44,5.26,5.531,222.4,0.7202
2024-01-01 05:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,20.97,49.54,5.092,5.641,213.2,0.4599
2024-01-01 05:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,16.59,64.27,5.418,5.872,217.9,0.0
2024-01-01 05:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,21.52,54.93,5.058,5.274,207.8,0.0
2024-01-01 05:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,22.23,55.94,6.377,6.643,216.4,23.9487
2024-01-01 05:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,17.57,55.02,3.929,4.018,225.5,0.5688
2024-01-01 05:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,20.9,62.94,3.865,4.395,216.7,0.0
2024-01-01 05:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,16.52,52.56,4.645,5.015,215.4,0.7834
2024-01-01 06:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,23.51,47.18,4.92,5.253,226.6,0.29
2024-01-01 06:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,22.83,54.92,4.623,4.939,230.4,0.0
2024-01-01 06:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,17.45,60.27,6.139,6.638,229.2,0.4348
2024-01-01 06:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,21.71,51.87,6.215,6.522,219.8,1.0143
2024-01-01 06:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,24.32,54.07,5.204,5.455,232.8,0.0
2024-01-01 06:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,19.31,56.05,6.734,7.19,244.3,1.822
2024-01-01 06:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,22.14,60.27,4.763,4.877,222.5,1.4546
2024-01-01 06:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,19.24,50.15,5.459,5.802,234.8,0.4178
2024-01-01 06:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,22.73,51.72,4.456,4.615,193.4,0.0
2024-01-01 06:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,22.47,50.47,4.701,4.92,185.3,0.0
2024-01-01 06:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,16.53,58.42,5.075,5.331,182.4,0.8124
2024-01-01 06:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,22.02,58.84,5.723,6.025,180.1,0.0
2024-01-01 06:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,23.15,52.72,4.55,4.478,181.3,2.6432
2024-01-01 06:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,18.83,55.47,5.758,6.435,187.0,0.0451
2024-01-01 06:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,22.09,57.59,6.564,6.793,178.3,5.0281
2024-01-01 06:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,19.64,53.15,5.492,6.055,190.7,0.0
2024-01-01 07:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,23.77,55.39,6.55,7.189,196.1,0.7809
2024-01-01 07:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,25.04,50.95,4.657,4.918,193.7,1.8066
2024-01-01 07:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,19.77,59.26,5.737,6.036,180.2,0.1975
2024-01-01 07:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,23.81,59.11,6.496,6.989,178.6,1.2004
2024-01-01 07:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,24.37,58.86,3.647,3.577,202.2,3.3417
2024-01-01 07:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,18.69,57.88,3.442,3.534,202.4,0.2521
2024-01-01 07:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,23.96,59.44,3.722,3.414,186.0,1.0319
2024-01-01 07:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,20.1,52.98,6.692,7.179,192.4,1.8733
2024-01-01 07:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,25.23,56.16,3.209,3.456,224.1,0.5177
2024-01-01 07:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,23.82,52.25,4.164,4.457,213.4,1.245
2024-01-01 07:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,20.6,56.08,5.345,5.942,219.6,0.4591
2024-01-01 07:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,24.81,59.29,5.137,5.445,199.7,0.6943
2024-01-01 07:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,25.5,59.87,3.474,3.781,226.3,0.0
2024-01-01 07:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,19.66,56.1,5.823,6.18,216.5,0.8589
2024-01-01 07:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,24.39,56.68,6.739,7.28,213.0,5.0927
2024-01-01 07:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,19.62,55.37,5.831,6.58,208.9,0.4121
2024-01-01 08:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,27.1,47.01,6.796,7.049,209.8,3.4826
2024-01-01 08:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,26.12,50.72,4.79,4.914,206.0,2.2777
2024-01-01 08:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,20.04,56.57,4.601,4.989,209.6,0.3053
2024-01-01 08:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,26.07,59.22,5.027,5.605,192.9,0.7802
2024-01-01 08:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,26.94,51.47,4.805,5.177,209.8,0.0
2024-01-01 08:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,20.42,55.17,5.585,5.837,212.9,1.3064
2024-01-01 08:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,24.93,52.56,6.024,6.453,200.6,3.4019
2024-01-01 08:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,20.9,53.36,6.83,7.089,195.8,4.1837
2024-01-01 08:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,26.34,52.64,7.267,7.618,238.0,3.7703
2024-01-01 08:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,24.48,52.39,4.384,4.565,237.0,0.0
2024-01-01 08:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,21.0,58.72,5.867,6.285,228.2,0.0468
2024-01-01 08:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,24.45,58.36,5.835,6.266,217.9,0.0
2024-01-01 08:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,27.37,52.57,5.533,5.594,238.6,8.4789
2024-01-01 08:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,21.54,55.28,6.056,6.319,241.7,1.0837
2024-01-01 08:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,25.17,57.01,5.444,5.281,226.8,2.1834
2024-01-01 08:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,20.84,55.66,5.5,5.692,230.7,0.4385
2024-01-01 09:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,28.28,48.95,9.153,9.945,202.1,12.0782
2024-01-01 09:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,25.6,58.42,5.928,6.47,208.4,2.3115
2024-01-01 09:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,21.82,55.19,5.667,6.099,210.8,0.0
2024-01-01 09:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,28.36,57.55,2.39,2.754,193.6,0.0
2024-01-01 09:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,26.18,51.26,3.692,3.839,221.4,0.0
2024-01-01 09:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,21.63,53.7,5.38,5.338,215.7,0.4989
2024-01-01 09:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,26.5,59.15,6.267,6.772,201.0,2.3996
2024-01-01 09:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,23.68,49.82,6.751,7.036,206.3,3.1051
2024-01-01 09:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,28.0,47.46,5.158,5.342,198.0,1.451
2024-01-01 09:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,28.23,52.6,6.156,6.622,203.8,0.0307
2024-01-01 09:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,22.43,58.64,7.367,7.694,206.6,1.9797
2024-01-01 09:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,25.78,57.86,5.704,6.204,186.3,0.6742
2024-01-01 09:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,28.71,54.87,6.564,6.814,207.7,20.93
2024-01-01 09:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,22.71,58.78,7.916,8.521,216.0,4.9506
2024-01-01 09:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,26.46,59.6,5.194,5.386,198.6,0.0
2024-01-01 09:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,23.04,51.92,7.045,7.519,198.1,3.3743
2024-01-01 10:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,27.52,51.03,5.209,5.36,256.2,0.0
2024-01-01 10:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,27.24,58.89,5.691,6.058,256.2,0.433
2024-01-01 10:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,23.1,53.23,6.149,6.256,257.8,0.2868
2024-01-01 10:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,26.29,52.57,4.999,5.391,247.0,0.4897
2024-01-01 10:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,27.49,58.98,4.795,5.55,259.7,8.6981
2024-01-01 10:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,22.57,59.83,7.123,7.492,267.4,2.5474
2024-01-01 10:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,27.37,59.15,5.846,5.97,240.2,3.3321
2024-01-01 10:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,22.87,46.88,6.356,6.815,244.7,2.8293
2024-01-01 10:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,28.2,53.27,6.594,6.819,224.7,3.4285
2024-01-01 10:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,27.64,54.29,5.226,5.454,218.5,0.0
2024-01-01 10:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,22.76,60.23,5.027,4.917,222.8,0.6149
2024-01-01 10:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,28.39,56.82,6.492,6.812,211.2,1.0707
2024-01-01 10:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,28.94,56.39,3.943,4.415,229.7,16.4929
2024-01-01 10:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,23.17,59.56,6.141,6.464,236.8,2.6043
2024-01-01 10:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,27.62,59.94,6.174,6.682,217.7,2.6841
2024-01-01 10:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,24.48,52.08,5.187,5.608,227.1,0.0
2024-01-01 11:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,29.3,49.95,5.969,6.34,229.3,3.1098
2024-01-01 11:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,28.68,52.7,4.405,4.76,233.0,0.0
2024-01-01 11:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,23.67,61.58,5.54,6.019,228.4,0.0
2024-01-01 11:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,27.83,50.42,4.232,4.652,220.4,0.0
2024-01-01 11:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,28.13,54.42,8.859,9.52,232.6,79.9911
2024-01-01 11:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,24.33,57.14,4.736,5.064,234.5,0.0
2024-01-01 11:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,28.47,59.76,8.67,9.103,224.3,15.8233
2024-01-01 11:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,24.41,59.08,4.646,4.556,223.3,0.0
2024-01-01 11:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,29.62,45.78,6.923,7.381,203.9,4.4101
2024-01-01 11:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,27.58,57.18,6.041,6.734,206.6,1.7602
2024-01-01 11:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,23.25,55.2,7.514,7.863,199.4,1.6511
2024-01-01 11:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,27.62,56.62,4.984,4.978,194.8,0.0
2024-01-01 11:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,29.03,53.74,6.371,6.898,211.6,23.716
2024-01-01 11:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,23.59,52.27,8.812,8.873,199.7,8.5686
2024-01-01 11:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,27.06,53.98,5.403,5.643,188.4,3.4549
2024-01-01 11:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,24.75,56.22,4.274,4.446,190.8,0.0
2024-01-01 12:00:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,29.74,46.37,6.636,7.168,217.2,1.2698
2024-01-01 12:00:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,27.38,58.55,4.827,4.926,215.8,0.0
2024-01-01 12:00:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,23.49,57.57,5.103,5.561,206.0,0.0
2024-01-01 12:00:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,26.93,49.19,5.429,5.72,206.4,0.2092
2024-01-01 12:00:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,28.27,55.9,6.665,6.973,231.3,27.3008
2024-01-01 12:00:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,25.24,58.35,4.849,5.297,215.1,0.0
2024-01-01 12:00:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,29.15,53.8,4.961,5.383,208.6,2.0531
2024-01-01 12:00:00,8,CLP Wind Farm,16.14,74.83,80,50.0,24.36,44.22,4.894,5.215,208.8,0.0
2024-01-01 12:30:00,1,Tuppadahalli Wind Farm,14.2,76.433,80,56.1,29.11,52.52,5.707,5.902,225.2,0.1792
2024-01-01 12:30:00,2,Bannur Wind Farm,16.83,75.72,120,78.0,28.11,47.27,5.448,5.633,227.8,2.3441
2024-01-01 12:30:00,3,Jogmatti BSES Wind Farm,14.108,76.391,65,14.0,23.42,59.25,6.029,6.46,219.8,0.5903
2024-01-01 12:30:00,4,Bijapur Wind Farm,16.75,75.9,106,50.0,28.41,54.62,4.986,5.509,217.1,0.0
2024-01-01 12:30:00,5,Gadag Wind Farm,15.42,75.62,135,302.4,28.84,52.87,6.668,7.003,236.9,13.8951
2024-01-01 12:30:00,6,Energon Mangoli Wind Farm,16.55,76.2,100,46.0,24.12,61.48,6.079,6.437,235.9,1.534
2024-01-01 12:30:00,7,Tata Power Wind Project,15.35,75.58,65,50.4,28.62,60.33,6.675,7.471,219.2,5.2656
2024-01-01 12:30:00,8,CLP Wind Farm,16.14,74.83,80,50.0,23.83,49.31,6.824,6.922,218.4,2.1788
