timestamp,plant_id,plant_type,installed_capacity_mw,generation_mw,generation_p50_mw,ghi_wm2,cloud_cover_pct,temperature_c,wind_speed_ms,wind_direction_deg,humidity_pct,pressure_hpa,latitude,longitude,hub_height_m,thermal_mw,hydro_mw,demand_mw,frequency
2026-05-07 03:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0787,47.99,6,15.7,3.8146654724930804,165,74,1012,12.3,77.17,0,6603.48,1782.7,12097.62,50.045
2026-05-07 03:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,34.6,63,15.76,2.2766920406221596,33,48,1011,12.3,77.17,0,6233.46,2074.16,12753.05,49.911
2026-05-07 04:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,32.98,47,15.5,1.1317364422315488,309,64,1007,12.3,77.17,0,6178.83,1613.54,11913.72,49.957
2026-05-07 04:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0812,24.27,89,15.96,1.3476661708088469,317,48,1015,12.3,77.17,0,5428.34,2253.24,12066.9,50.079
2026-05-07 04:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,27.15,60,15.26,3.3666729629730914,27,50,1005,12.3,77.17,0,5884.15,2628.66,12040.17,49.914
2026-05-07 04:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,37.18,94,15.45,4.104850595044384,329,58,1015,12.3,77.17,0,6831.44,1895.62,11899.67,49.991
2026-05-07 05:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,8.38,65,16.27,4.639065153774473,9,72,1014,12.3,77.17,0,5827.97,1694.59,11342.38,50.1
2026-05-07 05:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0836,5.98,93,15.48,4.829116379775533,255,64,1012,12.3,77.17,0,6250.8,1891.03,11056.41,49.931
2026-05-07 05:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0819,3.81,28,15.35,2.2217071651614217,156,59,1011,12.3,77.17,0,5527.13,2033.8,12122.97,50.038
2026-05-07 05:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,1.94,66,15.57,3.8176680303389445,264,48,1008,12.3,77.17,0,4677.37,1832.73,10964.11,49.937
2026-05-07 06:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,47.25,94,16.78,2.246212422955173,200,69,1009,12.3,77.17,0,4981.87,2007.21,10674.97,50.078
2026-05-07 06:15:00,kpcl_shivanasamudra,solar,15.0,0.9197,0.9116,93.98,37,17.04,2.67405051362856,359,30,1007,12.3,77.17,0,6386.71,2374.06,10471.29,50.047
2026-05-07 06:30:00,kpcl_shivanasamudra,solar,15.0,1.8646,1.8234,132.71,96,17.04,3.7529635872933294,243,60,1007,12.3,77.17,0,6376.93,1885.35,11606.71,50.072
2026-05-07 06:45:00,kpcl_shivanasamudra,solar,15.0,2.7941,2.7797,167.0,75,17.13,2.7850179571810267,256,75,1005,12.3,77.17,0,6003.58,2005.46,11171.51,50.004
2026-05-07 07:00:00,kpcl_shivanasamudra,solar,15.0,3.6038,3.601,207.13,6,18.78,3.9122217881665304,11,47,1015,12.3,77.17,0,5385.24,2129.88,11002.75,49.957
2026-05-07 07:15:00,kpcl_shivanasamudra,solar,15.0,4.6264,4.5418,273.52,7,18.41,2.4544588185584146,273,77,1009,12.3,77.17,0,5390.88,2450.41,10764.19,50.007
2026-05-07 07:30:00,kpcl_shivanasamudra,solar,15.0,5.2409,5.2622,309.78,79,18.91,3.2281121197720157,227,54,1006,12.3,77.17,0,5850.93,2061.82,10497.66,50.079
2026-05-07 07:45:00,kpcl_shivanasamudra,solar,15.0,6.4997,6.4051,396.08,6,18.22,3.744333891072732,197,59,1013,12.3,77.17,0,6385.01,1592.99,10631.04,50.027
2026-05-07 08:00:00,kpcl_shivanasamudra,solar,15.0,7.1265,7.0968,409.3,87,20.09,3.537768417819531,271,60,1008,12.3,77.17,0,5982.88,1779.26,9653.12,49.909
2026-05-07 08:15:00,kpcl_shivanasamudra,solar,15.0,8.0754,7.9801,462.9,36,20.43,1.3591646905400228,68,62,1014,12.3,77.17,0,5724.68,2084.61,10159.24,49.922
2026-05-07 08:30:00,kpcl_shivanasamudra,solar,15.0,8.7103,8.5946,528.87,53,20.43,2.8006521242997184,354,31,1011,12.3,77.17,0,5715.06,2130.77,10177.09,50.092
2026-05-07 08:45:00,kpcl_shivanasamudra,solar,15.0,8.9902,9.0794,536.43,52,20.28,4.135887185912816,345,51,1014,12.3,77.17,0,5360.84,2181.68,10875.89,49.963
2026-05-07 09:00:00,kpcl_shivanasamudra,solar,15.0,10.1374,10.0527,579.59,9,23.11,1.7631421729776893,220,62,1009,12.3,77.17,0,5213.96,2265.45,9545.82,50.082
2026-05-07 09:15:00,kpcl_shivanasamudra,solar,15.0,10.9652,10.9419,605.16,25,22.57,1.3734564900251103,308,54,1011,12.3,77.17,0,5752.47,2266.87,8598.14,49.903
2026-05-07 09:30:00,kpcl_shivanasamudra,solar,15.0,11.3745,11.2093,674.55,36,22.69,4.953346799230832,358,61,1005,12.3,77.17,0,5545.9,1879.72,9759.59,49.915
2026-05-07 09:45:00,kpcl_shivanasamudra,solar,15.0,12.2504,12.1699,712.01,58,23.09,2.3623266850770412,162,63,1014,12.3,77.17,0,5760.59,1722.91,10001.67,49.914
2026-05-07 10:00:00,kpcl_shivanasamudra,solar,15.0,12.3654,12.2984,731.89,23,25.2,1.197107644987362,137,46,1005,12.3,77.17,0,6542.34,2242.07,10023.27,49.964
2026-05-07 10:15:00,kpcl_shivanasamudra,solar,15.0,12.6198,12.4914,766.76,32,25.97,1.0924517724431544,250,49,1010,12.3,77.17,0,5643.29,1741.69,9136.01,50.058
2026-05-07 10:30:00,kpcl_shivanasamudra,solar,15.0,13.3185,13.3336,759.04,51,25.79,3.644837847966438,341,44,1007,12.3,77.17,0,6781.3,1817.67,8718.01,50.037
2026-05-07 10:45:00,kpcl_shivanasamudra,solar,15.0,13.4443,13.481,778.76,62,25.49,2.263047095085674,31,38,1014,12.3,77.17,0,5613.28,2034.56,9718.7,49.969
2026-05-07 11:00:00,kpcl_shivanasamudra,solar,15.0,13.791,13.6619,780.03,66,27.65,1.621004490512044,265,72,1006,12.3,77.17,0,5399.53,1953.96,9078.64,49.928
2026-05-07 11:15:00,kpcl_shivanasamudra,solar,15.0,13.7212,13.5546,827.04,63,28.57,4.187545989820686,167,45,1014,12.3,77.17,0,6049.89,2153.12,9529.37,50.098
2026-05-07 11:30:00,kpcl_shivanasamudra,solar,15.0,13.9395,13.6977,818.56,6,27.93,3.036636412615668,194,56,1005,12.3,77.17,0,5717.87,1830.71,8876.31,49.949
2026-05-07 11:45:00,kpcl_shivanasamudra,solar,15.0,14.3795,14.3539,807.07,85,27.8,2.9043570708928192,291,31,1015,12.3,77.17,0,5699.72,1917.31,9363.66,49.95
2026-05-07 12:00:00,kpcl_shivanasamudra,solar,15.0,14.3358,14.3598,835.46,80,30.25,1.8702369217804597,3,43,1014,12.3,77.17,0,5954.18,1527.23,9238.51,50.012
2026-05-07 12:15:00,kpcl_shivanasamudra,solar,15.0,14.2318,14.152,846.41,19,30.85,2.4058366769205444,305,51,1012,12.3,77.17,0,5632.56,1604.64,8071.68,50.065
2026-05-07 12:30:00,kpcl_shivanasamudra,solar,15.0,14.0994,14.0134,835.71,10,30.73,2.617155357342606,87,39,1013,12.3,77.17,0,6184.73,2077.86,8766.53,50.074
2026-05-07 12:45:00,kpcl_shivanasamudra,solar,15.0,14.2526,14.3139,831.47,45,30.22,2.752401819155573,219,55,1015,12.3,77.17,0,5972.36,1876.32,10120.31,49.972
2026-05-07 13:00:00,kpcl_shivanasamudra,solar,15.0,14.1066,14.0205,807.56,90,32.99,2.442763433242439,89,38,1007,12.3,77.17,0,6034.16,2335.14,9504.07,49.912
2026-05-07 13:15:00,kpcl_shivanasamudra,solar,15.0,13.6039,13.6292,759.26,40,32.55,2.8778992097071345,300,73,1006,12.3,77.17,0,6274.67,2161.85,8723.83,49.916
2026-05-07 13:30:00,kpcl_shivanasamudra,solar,15.0,13.2945,13.2252,775.06,19,33.07,3.5567721359903572,137,37,1010,12.3,77.17,0,6380.26,2194.22,8775.78,49.939
2026-05-07 13:45:00,kpcl_shivanasamudra,solar,15.0,12.2341,12.2072,732.25,66,32.52,4.802359638713481,108,65,1006,12.3,77.17,0,5856.75,1962.38,9176.76,50.027
2026-05-07 14:00:00,kpcl_shivanasamudra,solar,15.0,12.2862,12.2448,736.8,18,34.18,2.782931791132931,233,79,1009,12.3,77.17,0,5457.06,2558.23,9285.07,49.928
2026-05-07 14:15:00,kpcl_shivanasamudra,solar,15.0,11.7012,11.6082,680.25,50,34.64,2.0651729950999465,199,70,1011,12.3,77.17,0,5953.05,2107.17,9409.54,50.088
2026-05-07 14:30:00,kpcl_shivanasamudra,solar,15.0,11.2548,11.2185,682.1,2,34.48,4.855325477053945,244,79,1013,12.3,77.17,0,5829.43,2023.05,9966.17,49.948
2026-05-07 14:45:00,kpcl_shivanasamudra,solar,15.0,10.5807,10.5516,618.01,51,34.1,3.3170572089531434,303,68,1012,12.3,77.17,0,6304.0,1801.54,8926.73,49.997
2026-05-07 15:00:00,kpcl_shivanasamudra,solar,15.0,9.8194,9.7867,587.91,34,35.44,4.749139844520619,26,79,1011,12.3,77.17,0,5186.29,2474.11,9350.81,50.048
2026-05-07 15:15:00,kpcl_shivanasamudra,solar,15.0,9.1317,9.1389,570.99,21,34.99,1.0538282678395157,72,36,1008,12.3,77.17,0,6379.03,1756.94,10254.13,49.934
2026-05-07 15:30:00,kpcl_shivanasamudra,solar,15.0,8.7965,8.7725,533.72,23,35.4,1.7038840974892153,255,39,1012,12.3,77.17,0,5785.35,1904.17,8750.41,50.094
2026-05-07 15:45:00,kpcl_shivanasamudra,solar,15.0,7.9571,7.8547,494.01,51,34.82,4.970722761353485,39,53,1014,12.3,77.17,0,5807.96,1632.02,10157.85,49.944
2026-05-07 16:00:00,kpcl_shivanasamudra,solar,15.0,7.1761,7.2203,414.2,17,35.96,4.377048444128874,330,50,1009,12.3,77.17,0,5573.37,1775.86,9368.98,49.919
2026-05-07 16:15:00,kpcl_shivanasamudra,solar,15.0,6.2913,6.3043,364.94,90,35.74,3.9308896614486604,167,74,1015,12.3,77.17,0,5169.88,1451.54,10567.86,50.004
2026-05-07 16:30:00,kpcl_shivanasamudra,solar,15.0,5.4149,5.275,331.38,91,35.51,1.5105137293262527,42,76,1015,12.3,77.17,0,6466.0,2386.68,10558.22,50.002
2026-05-07 16:45:00,kpcl_shivanasamudra,solar,15.0,4.6519,4.7283,279.12,30,35.14,4.691592719782017,259,37,1010,12.3,77.17,0,6866.37,2044.16,9895.18,49.984
2026-05-07 17:00:00,kpcl_shivanasamudra,solar,15.0,3.7496,3.8046,240.56,31,34.7,4.820191943630331,219,75,1015,12.3,77.17,0,5381.85,2134.9,10548.13,49.912
2026-05-07 17:15:00,kpcl_shivanasamudra,solar,15.0,2.8152,2.7032,196.7,20,35.29,4.758888666275261,300,48,1010,12.3,77.17,0,5774.57,2461.34,10339.82,50.077
2026-05-07 17:30:00,kpcl_shivanasamudra,solar,15.0,1.8883,1.8157,109.79,64,35.54,3.273841649482275,286,56,1011,12.3,77.17,0,5749.29,2791.41,10093.0,49.999
2026-05-07 17:45:00,kpcl_shivanasamudra,solar,15.0,0.9361,0.9164,79.37,93,35.16,1.9866838445856847,60,50,1011,12.3,77.17,0,6047.12,2494.67,11058.34,50.052
2026-05-07 18:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,20.43,92,34.41,4.709274340898611,155,32,1010,12.3,77.17,0,6298.84,2243.01,11238.39,49.958
2026-05-07 18:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0977,11.67,69,34.43,4.7995838613886415,56,55,1012,12.3,77.17,0,6167.69,2419.89,11204.38,49.983
2026-05-07 18:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.1027,49.59,88,34.41,2.954361804398089,268,37,1014,12.3,77.17,0,5902.11,2062.1,11118.37,49.991
2026-05-07 18:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,10.08,73,34.63,2.7276745732414334,350,78,1015,12.3,77.17,0,6235.97,1770.37,10827.8,50.046
2026-05-07 19:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,3.15,60,32.39,3.4750983952195273,268,71,1007,12.3,77.17,0,6477.65,1797.23,11212.7,50.084
2026-05-07 19:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,48.42,19,32.98,2.967759053374284,278,43,1010,12.3,77.17,0,6295.62,1872.56,11371.68,50.012
2026-05-07 19:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0941,32.32,12,32.42,1.6561438384337825,19,52,1015,12.3,77.17,0,6509.69,2286.93,12715.23,50.06
2026-05-07 19:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0025,45.57,60,32.36,2.9934912875865627,62,75,1007,12.3,77.17,0,6637.66,1994.22,10908.63,50.009
2026-05-07 20:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0253,31.68,57,30.54,3.7256986392289417,221,38,1013,12.3,77.17,0,5169.27,2193.85,11834.11,49.929
2026-05-07 20:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,40.88,0,30.3,3.294575577377516,144,77,1011,12.3,77.17,0,6182.11,2036.8,10553.69,50.08
2026-05-07 20:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.1138,14.28,62,30.96,2.3407898369053703,207,54,1015,12.3,77.17,0,7004.2,2339.02,11325.85,49.957
2026-05-07 20:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0604,30.88,5,30.33,4.816219459244477,43,38,1011,12.3,77.17,0,5707.67,1826.1,11802.02,49.997
2026-05-07 21:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0525,17.22,52,28.33,2.576751844644674,13,33,1008,12.3,77.17,0,6195.34,2033.91,12735.47,49.996
2026-05-07 21:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0147,16.42,15,27.92,1.3933050447971191,81,79,1014,12.3,77.17,0,6808.0,2074.57,12005.03,50.09
2026-05-07 21:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0815,43.29,89,28.25,3.056608845105031,227,49,1010,12.3,77.17,0,6665.25,1726.05,12278.44,50.003
2026-05-07 21:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,5.93,56,27.83,2.4958296505594335,182,64,1014,12.3,77.17,0,5792.82,1838.99,12186.41,49.983
2026-05-07 22:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,39.49,44,25.54,4.185162254390747,132,56,1015,12.3,77.17,0,6607.15,1596.51,12878.15,50.052
2026-05-07 22:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,23.78,14,25.79,4.823180889902609,268,57,1015,12.3,77.17,0,5770.37,1789.32,12392.12,49.972
2026-05-07 22:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,12.93,63,25.9,3.8569295489493287,148,43,1010,12.3,77.17,0,6045.03,1957.11,13060.92,49.928
2026-05-07 22:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,9.15,95,25.33,4.385553805141049,120,32,1005,12.3,77.17,0,7340.36,1816.67,12843.61,50.064
2026-05-07 23:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,19.6,26,22.83,3.028857944934433,132,48,1011,12.3,77.17,0,5535.95,1553.21,13096.82,50.089
2026-05-07 23:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.005,47.94,88,22.57,1.5097794075867514,6,52,1015,12.3,77.17,0,6991.16,2028.29,13221.54,49.994
2026-05-07 23:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,37.46,39,23.02,1.9767205066340834,346,80,1013,12.3,77.17,0,6921.47,1857.07,12740.36,50.059
2026-05-07 23:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0437,14.5,40,22.7,3.2409486631392883,45,70,1006,12.3,77.17,0,6438.72,2067.72,12149.66,50.064
2026-05-08 00:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,44.74,94,20.32,1.6865826801041393,239,51,1015,12.3,77.17,0,4849.46,1801.17,12511.64,49.964
2026-05-08 00:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.037,43.17,73,20.06,2.751692987683897,86,50,1005,12.3,77.17,0,5686.1,2367.21,13189.83,50.028
2026-05-08 00:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,12.97,48,20.13,2.7525939107017057,0,61,1006,12.3,77.17,0,6518.08,1795.2,12697.06,49.953
2026-05-08 00:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,28.7,71,20.58,4.992960800962493,289,80,1007,12.3,77.17,0,5610.39,2311.49,12697.67,50.077
2026-05-08 01:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,42.25,60,17.96,4.85909100098614,192,59,1005,12.3,77.17,0,6962.92,2359.83,12206.6,49.919
2026-05-08 01:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0025,22.16,30,18.23,3.5648126909273476,322,33,1007,12.3,77.17,0,5991.66,2447.34,12774.31,50.082
2026-05-08 01:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0379,26.29,5,18.79,2.9805909259541936,197,58,1011,12.3,77.17,0,5265.32,1567.32,13215.32,50.039
2026-05-08 01:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0256,31.36,29,18.05,4.892327378390107,199,61,1011,12.3,77.17,0,6403.22,1795.85,13222.57,49.925
2026-05-08 02:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.1106,12.46,5,16.68,3.797601389056391,227,65,1006,12.3,77.17,0,5609.84,1990.78,12856.22,49.915
2026-05-08 02:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0618,44.9,60,17.28,2.8212774081519654,87,57,1010,12.3,77.17,0,6207.46,2099.1,12226.36,49.984
2026-05-08 02:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0383,13.65,62,16.43,1.785868348129509,150,53,1005,12.3,77.17,0,5978.64,1840.19,13086.16,50.083
2026-05-08 02:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.012,37.31,83,16.39,4.465277317716918,153,64,1012,12.3,77.17,0,5342.95,2406.18,12559.3,49.973
2026-05-08 03:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,23.75,99,15.91,4.7337920635207205,227,33,1006,12.3,77.17,0,6230.03,2257.09,12198.72,49.928
2026-05-08 03:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.1471,49.94,71,15.96,4.0258273881189925,233,34,1005,12.3,77.17,0,6232.8,2016.78,12627.87,50.006
2026-05-08 03:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0452,16.94,96,15.97,4.417324412672106,268,72,1005,12.3,77.17,0,6328.86,1675.46,13306.72,50.012
2026-05-08 03:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0752,23.22,59,16.0,4.92930210216086,150,74,1007,12.3,77.17,0,5642.19,2286.1,12460.27,50.027
2026-05-08 04:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0264,7.24,65,15.32,3.355253650341251,328,39,1009,12.3,77.17,0,5532.51,1680.7,12080.69,49.949
2026-05-08 04:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0317,48.62,27,15.66,2.629897520837404,10,76,1007,12.3,77.17,0,5879.17,2273.81,11758.16,49.957
2026-05-08 04:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0026,11.02,83,15.7,2.8409022185727104,76,31,1005,12.3,77.17,0,5333.48,1936.54,11740.84,50.034
2026-05-08 04:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,36.05,88,15.87,3.9369563343416947,174,74,1011,12.3,77.17,0,6451.29,1721.32,11802.98,49.947
2026-05-08 05:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0324,0.76,10,15.59,2.1699252506197477,193,55,1013,12.3,77.17,0,5247.17,1803.45,11235.48,49.917
2026-05-08 05:15:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,46.93,82,15.44,2.161162092220901,178,78,1007,12.3,77.17,0,5543.36,2192.47,11972.51,49.918
2026-05-08 05:30:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0,36.67,52,16.03,1.41129837827723,278,64,1011,12.3,77.17,0,5917.17,2013.49,11942.34,49.964
2026-05-08 05:45:00,kpcl_shivanasamudra,solar,15.0,0.0,0.0187,6.8,54,16.17,3.297015384914623,232,76,1006,12.3,77.17,0,7523.04,2070.41,12030.15,49.968
2026-05-08 06:00:00,kpcl_shivanasamudra,solar,15.0,0.0,0.1474,31.84,46,16.52,1.7775243304691215,226,66,1009,12.3,77.17,0,6296.75,1884.61,10711.64,49.978
2026-05-08 06:15:00,kpcl_shivanasamudra,solar,15.0,0.9391,0.9426,72.11,3,17.16,1.8655332057156682,188,60,1014,12.3,77.17,0,6489.92,1961.59,10397.21,50.0
2026-05-08 06:30:00,kpcl_shivanasamudra,solar,15.0,1.8688,1.9111,112.04,19,17.26,2.4771515480120563,78,49,1012,12.3,77.17,0,5984.62,1985.0,11243.62,50.098
2026-05-08 06:45:00,kpcl_shivanasamudra,solar,15.0,2.6908,2.7539,185.88,65,17.01,4.012744941769958,174,57,1005,12.3,77.17,0,5382.88,2019.84,10506.28,50.046
2026-05-08 07:00:00,kpcl_shivanasamudra,solar,15.0,3.7089,3.6666,232.66,7,18.22,4.796680814946283,177,35,1007,12.3,77.17,0,5567.05,2062.24,10399.63,50.025
2026-05-08 07:15:00,kpcl_shivanasamudra,solar,15.0,4.5682,4.6698,295.51,3,18.34,1.3385287240283308,297,49,1013,12.3,77.17,0,6213.72,2405.93,10297.97,49.914
2026-05-08 07:30:00,kpcl_shivanasamudra,solar,15.0,5.5048,5.6606,309.22,92,18.2,1.6325207294363224,259,68,1013,12.3,77.17,0,6062.48,1748.26,10589.58,49.91
2026-05-08 07:45:00,kpcl_shivanasamudra,solar,15.0,6.2471,6.1858,389.58,66,18.77,1.6544634615009,201,42,1015,12.3,77.17,0,6203.58,2202.57,10550.81,49.995
2026-05-08 08:00:00,kpcl_shivanasamudra,solar,15.0,6.9148,6.9298,408.81,68,20.19,2.961552303199754,333,55,1009,12.3,77.17,0,6222.51,1864.11,10042.73,49.988
2026-05-08 08:15:00,kpcl_shivanasamudra,solar,15.0,7.9882,7.9195,474.4,23,20.5,3.8582342506105665,316,49,1013,12.3,77.17,0,6258.21,1277.14,10371.79,49.95
2026-05-08 08:30:00,kpcl_shivanasamudra,solar,15.0,8.4812,8.3974,500.98,77,20.79,2.202163353177782,149,71,1011,12.3,77.17,0,5755.32,2321.75,10591.71,50.09
2026-05-08 08:45:00,kpcl_shivanasamudra,solar,15.0,9.4834,9.3355,565.11,87,20.79,1.3898491608756736,131,53,1007,12.3,77.17,0,5420.22,1762.95,10500.5,50.077
2026-05-08 09:00:00,kpcl_shivanasamudra,solar,15.0,10.1071,9.9114,601.56,27,23.36,4.652308872534327,329,43,1012,12.3,77.17,0,6277.55,1784.23,9961.32,50.01
2026-05-08 09:15:00,kpcl_shivanasamudra,solar,15.0,10.6505,10.5217,608.87,28,22.52,1.2018887845162078,256,73,1006,12.3,77.17,0,6638.66,1731.49,10656.02,49.903
2026-05-08 09:30:00,kpcl_shivanasamudra,solar,15.0,11.2747,11.2475,674.53,87,23.39,3.268284643896191,194,42,1006,12.3,77.17,0,5546.33,2156.86,9430.0,49.932
2026-05-08 09:45:00,kpcl_shivanasamudra,solar,15.0,12.0784,12.0267,682.38,12,23.35,4.499881648121154,353,35,1009,12.3,77.17,0,5770.51,1973.6,10849.05,49.913
2026-05-08 10:00:00,kpcl_shivanasamudra,solar,15.0,12.4319,12.2558,741.73,97,25.53,3.8918242549990167,100,44,1012,12.3,77.17,0,5429.95,2417.58,9613.9,49.935
2026-05-08 10:15:00,kpcl_shivanasamudra,solar,15.0,13.5825,13.456,732.14,17,25.75,3.1517937750093186,114,30,1015,12.3,77.17,0,5650.53,1634.55,8515.11,50.003
2026-05-08 10:30:00,kpcl_shivanasamudra,solar,15.0,13.2269,13.1618,779.52,27,25.72,1.1485089666496706,195,42,1006,12.3,77.17,0,6012.15,2600.27,8452.33,49.902
2026-05-08 10:45:00,kpcl_shivanasamudra,solar,15.0,13.5122,13.4953,792.04,6,25.57,1.8174079904036184,146,37,1012,12.3,77.17,0,6488.31,2095.28,9614.06,50.028
2026-05-08 11:00:00,kpcl_shivanasamudra,solar,15.0,13.9056,13.8543,781.87,46,28.44,2.6773915893897917,41,44,1006,12.3,77.17,0,6222.78,2007.35,8553.74,50.065
