timestamp,plant_id,wind_speed_ms,wind_direction_deg,temperature_c,humidity_pct,wind_speed_hub_ms
2017-01-02 09:00:00,KAGGLE_WIND_TURBINE,4.04,81,-1.2222222222222219,91,7.3
2017-01-02 10:00:00,KAGGLE_WIND_TURBINE,3.71,93,2.000000000000001,73,5.32
2017-01-02 10:00:00,KAGGLE_WIND_TURBINE,5.87,46,-9.722222222222221,91,8.17
2017-01-02 10:00:00,KAGGLE_WIND_TURBINE,3.7,109,-0.2777777777777778,91,6.17
2017-01-02 10:00:00,KAGGLE_WIND_TURBINE,4.93,84,-0.4999999999999992,90,8.21
2017-01-02 11:00:00,KAGGLE_WIND_TURBINE,3.22,97,2.333333333333335,69,4.65
2017-01-02 11:00:00,KAGGLE_WIND_TURBINE,5.46,49,-9.555555555555555,91,7.28
2017-01-02 11:00:00,KAGGLE_WIND_TURBINE,3.68,112,0.38888888888889045,86,5.46
2017-01-02 11:00:00,KAGGLE_WIND_TURBINE,4.3,91,0.44444444444444287,89,7.85
2017-01-02 12:00:00,KAGGLE_WIND_TURBINE,3.22,97,2.333333333333335,71,4.55
2017-01-02 12:00:00,KAGGLE_WIND_TURBINE,5.03,41,-9.222222222222221,91,6.72
2017-01-02 12:00:00,KAGGLE_WIND_TURBINE,3.16,108,0.44444444444444287,90,4.4
2017-01-02 12:00:00,KAGGLE_WIND_TURBINE,4.3,93,1.3888888888888888,86,7.07
2017-01-02 13:00:00,KAGGLE_WIND_TURBINE,2.7,92,2.166666666666666,73,3.92
2017-01-02 13:00:00,KAGGLE_WIND_TURBINE,5.28,29,-9.166666666666666,91,6.96
2017-01-02 13:00:00,KAGGLE_WIND_TURBINE,2.67,103,0.777777777777777,91,3.57
2017-01-02 13:00:00,KAGGLE_WIND_TURBINE,4.1,89,1.555555555555554,87,7.53
2017-01-02 14:00:00,KAGGLE_WIND_TURBINE,3.31,93,2.333333333333335,75,4.81
2017-01-02 14:00:00,KAGGLE_WIND_TURBINE,4.46,20,-8.88888888888889,90,5.73
2017-01-02 14:00:00,KAGGLE_WIND_TURBINE,2.94,108,0.9999999999999984,93,4.18
2017-01-02 14:00:00,KAGGLE_WIND_TURBINE,3.91,93,1.6111111111111103,86,7.1
2017-01-02 15:00:00,KAGGLE_WIND_TURBINE,2.8,92,1.8888888888888882,80,4.82
2017-01-02 15:00:00,KAGGLE_WIND_TURBINE,6.13,24,-9.222222222222221,91,8.32
2017-01-02 15:00:00,KAGGLE_WIND_TURBINE,2.57,103,1.2777777777777761,94,3.7
2017-01-02 15:00:00,KAGGLE_WIND_TURBINE,3.52,83,1.1666666666666674,89,6.61
2017-01-02 16:00:00,KAGGLE_WIND_TURBINE,2.5,90,0.16666666666666508,90,5.53
2017-01-02 16:00:00,KAGGLE_WIND_TURBINE,6.24,16,-9.555555555555555,91,8.32
2017-01-02 16:00:00,KAGGLE_WIND_TURBINE,2.38,68,1.2222222222222239,96,3.91
2017-01-02 16:00:00,KAGGLE_WIND_TURBINE,4.31,94,0.9999999999999984,90,7.58
2017-01-02 17:00:00,KAGGLE_WIND_TURBINE,2.7,90,0.44444444444444287,92,6.07
2017-01-02 17:00:00,KAGGLE_WIND_TURBINE,6.79,9,-10.11111111111111,90,9.0
2017-01-02 17:00:00,KAGGLE_WIND_TURBINE,1.92,39,0.8888888888888897,98,3.35
2017-01-02 17:00:00,KAGGLE_WIND_TURBINE,4.12,96,0.777777777777777,92,7.35
2017-01-02 18:00:00,KAGGLE_WIND_TURBINE,2.75,80,1.6111111111111103,90,5.81
2017-01-02 18:00:00,KAGGLE_WIND_TURBINE,6.41,357,-10.61111111111111,88,8.4
2017-01-02 18:00:00,KAGGLE_WIND_TURBINE,2.06,14,0.8333333333333334,98,3.45
2017-01-02 18:00:00,KAGGLE_WIND_TURBINE,3.96,80,0.6666666666666683,91,7.03
2017-01-02 19:00:00,KAGGLE_WIND_TURBINE,2.45,102,2.055555555555557,92,5.79
2017-01-02 19:00:00,KAGGLE_WIND_TURBINE,6.58,351,-11.166666666666666,87,8.75
2017-01-02 19:00:00,KAGGLE_WIND_TURBINE,1.9,360,0.777777777777777,98,3.4
2017-01-02 19:00:00,KAGGLE_WIND_TURBINE,4.3,93,0.6666666666666683,92,7.63
2017-01-02 20:00:00,KAGGLE_WIND_TURBINE,1.27,45,2.055555555555557,94,3.11
2017-01-02 20:00:00,KAGGLE_WIND_TURBINE,6.55,348,-11.555555555555555,86,8.63
2017-01-02 20:00:00,KAGGLE_WIND_TURBINE,2.86,335,0.6666666666666683,98,4.71
2017-01-02 20:00:00,KAGGLE_WIND_TURBINE,2.57,77,0.6111111111111119,93,5.3
2017-01-02 21:00:00,KAGGLE_WIND_TURBINE,2.69,105,1.9444444444444444,95,5.35
2017-01-02 21:00:00,KAGGLE_WIND_TURBINE,7.2,335,-12.222222222222221,84,9.86
2017-01-02 21:00:00,KAGGLE_WIND_TURBINE,3.41,328,0.4999999999999992,98,5.86
2017-01-02 21:00:00,KAGGLE_WIND_TURBINE,3.02,56,0.5555555555555556,94,5.5
2017-01-02 22:00:00,KAGGLE_WIND_TURBINE,3.51,110,2.055555555555557,95,6.91
2017-01-02 22:00:00,KAGGLE_WIND_TURBINE,7.94,329,-12.944444444444445,83,10.61
2017-01-02 22:00:00,KAGGLE_WIND_TURBINE,3.83,327,0.38888888888889045,96,6.4
2017-01-02 22:00:00,KAGGLE_WIND_TURBINE,3.55,58,0.5555555555555556,94,6.4
2017-01-02 23:00:00,KAGGLE_WIND_TURBINE,2.94,100,2.2222222222222223,95,6.15
2017-01-02 23:00:00,KAGGLE_WIND_TURBINE,8.94,328,-14.333333333333334,83,12.58
2017-01-02 23:00:00,KAGGLE_WIND_TURBINE,4.05,320,0.22222222222222143,95,6.6
2017-01-02 23:00:00,KAGGLE_WIND_TURBINE,3.86,80,0.5555555555555556,94,7.07
2017-01-03 00:00:00,KAGGLE_WIND_TURBINE,2.94,72,2.2777777777777786,96,5.6
2017-01-03 00:00:00,KAGGLE_WIND_TURBINE,9.3,328,-15.666666666666666,82,13.21
2017-01-03 00:00:00,KAGGLE_WIND_TURBINE,4.5,323,-0.11111111111111072,93,7.41
2017-01-03 00:00:00,KAGGLE_WIND_TURBINE,2.72,96,0.6111111111111119,94,5.59
2017-01-03 01:00:00,KAGGLE_WIND_TURBINE,2.82,113,2.5555555555555562,97,5.77
2017-01-03 01:00:00,KAGGLE_WIND_TURBINE,10.03,330,-16.61111111111111,80,14.27
2017-01-03 01:00:00,KAGGLE_WIND_TURBINE,5.17,317,-0.16666666666666707,90,8.37
2017-01-03 01:00:00,KAGGLE_WIND_TURBINE,1.2,85,0.5555555555555556,96,3.35
2017-01-03 02:00:00,KAGGLE_WIND_TURBINE,1.39,111,2.5555555555555562,99,3.39
2017-01-03 02:00:00,KAGGLE_WIND_TURBINE,9.81,330,-17.333333333333332,79,14.05
2017-01-03 02:00:00,KAGGLE_WIND_TURBINE,5.56,322,-0.6111111111111119,89,9.02
2017-01-03 02:00:00,KAGGLE_WIND_TURBINE,1.53,58,0.4999999999999992,97,3.1
2017-01-03 03:00:00,KAGGLE_WIND_TURBINE,1.61,30,2.5555555555555562,99,2.42
2017-01-03 03:00:00,KAGGLE_WIND_TURBINE,10.11,333,-17.666666666666668,79,14.31
2017-01-03 03:00:00,KAGGLE_WIND_TURBINE,5.69,321,-1.4999999999999996,89,9.28
2017-01-03 03:00:00,KAGGLE_WIND_TURBINE,1.34,27,0.4999999999999992,97,2.46
2017-01-03 04:00:00,KAGGLE_WIND_TURBINE,1.17,20,2.3888888888888875,100,1.63
2017-01-03 04:00:00,KAGGLE_WIND_TURBINE,9.26,334,-17.72222222222222,79,13.42
2017-01-03 04:00:00,KAGGLE_WIND_TURBINE,6.67,320,-1.7777777777777775,86,9.81
2017-01-03 04:00:00,KAGGLE_WIND_TURBINE,1.94,348,0.38888888888889045,98,2.82
2017-01-03 05:00:00,KAGGLE_WIND_TURBINE,1.8,56,2.5,100,2.82
2017-01-03 05:00:00,KAGGLE_WIND_TURBINE,8.88,326,-17.72222222222222,79,12.74
2017-01-03 05:00:00,KAGGLE_WIND_TURBINE,7.32,325,-2.666666666666667,81,10.71
2017-01-03 05:00:00,KAGGLE_WIND_TURBINE,2.4,358,0.22222222222222143,98,4.23
2017-01-03 06:00:00,KAGGLE_WIND_TURBINE,1.68,73,2.166666666666666,100,3.86
2017-01-03 06:00:00,KAGGLE_WIND_TURBINE,11.14,323,-18.333333333333332,79,15.76
2017-01-03 06:00:00,KAGGLE_WIND_TURBINE,8.21,313,-4.666666666666666,77,12.16
2017-01-03 06:00:00,KAGGLE_WIND_TURBINE,1.5,356,0.16666666666666508,99,2.72
2017-01-03 07:00:00,KAGGLE_WIND_TURBINE,1.8,56,2.3888888888888875,100,3.45
2017-01-03 07:00:00,KAGGLE_WIND_TURBINE,10.91,319,-19.333333333333332,79,15.85
2017-01-03 07:00:00,KAGGLE_WIND_TURBINE,7.67,320,-5.888888888888889,70,11.1
2017-01-03 07:00:00,KAGGLE_WIND_TURBINE,2.38,338,0.055555555555556344,99,3.98
2017-01-03 08:00:00,KAGGLE_WIND_TURBINE,2.51,61,2.5555555555555562,100,4.62
2017-01-03 08:00:00,KAGGLE_WIND_TURBINE,11.03,314,-19.77777777777778,79,16.12
2017-01-03 08:00:00,KAGGLE_WIND_TURBINE,7.66,319,-7.055555555555555,64,10.95
2017-01-03 08:00:00,KAGGLE_WIND_TURBINE,2.51,331,-0.055555555555556344,99,4.43
2017-01-03 09:00:00,KAGGLE_WIND_TURBINE,2.5,53,2.999999999999999,99,4.9
2017-01-03 09:00:00,KAGGLE_WIND_TURBINE,11.5,310,-19.77777777777778,78,16.58
2017-01-03 09:00:00,KAGGLE_WIND_TURBINE,8.7,316,-8.0,59,12.24
2017-01-03 09:00:00,KAGGLE_WIND_TURBINE,3.04,316,0.055555555555556344,98,5.26
2017-01-03 10:00:00,KAGGLE_WIND_TURBINE,2.02,57,3.277777777777777,99,4.2
2017-01-03 10:00:00,KAGGLE_WIND_TURBINE,11.27,311,-19.72222222222222,77,16.07
2017-01-03 10:00:00,KAGGLE_WIND_TURBINE,9.34,322,-8.055555555555555,52,12.86
2017-01-03 10:00:00,KAGGLE_WIND_TURBINE,3.28,308,0.38888888888889045,96,5.11
2017-01-03 11:00:00,KAGGLE_WIND_TURBINE,1.53,79,3.611111111111111,98,2.65
2017-01-03 11:00:00,KAGGLE_WIND_TURBINE,10.99,311,-19.88888888888889,77,15.29
2017-01-03 11:00:00,KAGGLE_WIND_TURBINE,9.12,322,-8.277777777777779,48,12.58
2017-01-03 11:00:00,KAGGLE_WIND_TURBINE,5.02,305,0.6666666666666683,93,7.58
2017-01-03 12:00:00,KAGGLE_WIND_TURBINE,1.13,45,3.7777777777777763,97,1.58
2017-01-03 12:00:00,KAGGLE_WIND_TURBINE,10.18,308,-20.22222222222222,76,15.25
2017-01-03 12:00:00,KAGGLE_WIND_TURBINE,8.84,322,-7.833333333333333,43,12.06
2017-01-03 12:00:00,KAGGLE_WIND_TURBINE,5.22,306,0.38888888888889045,92,7.96
2017-01-03 13:00:00,KAGGLE_WIND_TURBINE,1.04,17,3.888888888888889,97,1.49
2017-01-03 13:00:00,KAGGLE_WIND_TURBINE,10.18,308,-20.5,76,14.69
2017-01-03 13:00:00,KAGGLE_WIND_TURBINE,8.59,320,-7.444444444444445,40,11.73
2017-01-03 13:00:00,KAGGLE_WIND_TURBINE,5.66,306,0.7222222222222207,89,8.52
2017-01-03 14:00:00,KAGGLE_WIND_TURBINE,1.41,315,3.7222222222222237,99,2.2
2017-01-03 14:00:00,KAGGLE_WIND_TURBINE,9.7,307,-20.555555555555557,75,14.12
2017-01-03 14:00:00,KAGGLE_WIND_TURBINE,8.8,324,-7.666666666666667,39,11.96
2017-01-03 14:00:00,KAGGLE_WIND_TURBINE,5.52,302,0.5555555555555556,89,8.63
2017-01-03 15:00:00,KAGGLE_WIND_TURBINE,1.78,322,3.555555555555555,100,3.41
2017-01-03 15:00:00,KAGGLE_WIND_TURBINE,9.36,307,-20.72222222222222,75,13.65
2017-01-03 15:00:00,KAGGLE_WIND_TURBINE,8.42,323,-7.777777777777778,41,11.72
2017-01-03 15:00:00,KAGGLE_WIND_TURBINE,7.35,304,-0.16666666666666707,87,11.13
2017-01-03 16:00:00,KAGGLE_WIND_TURBINE,2.58,306,3.3333333333333335,100,4.88
2017-01-03 16:00:00,KAGGLE_WIND_TURBINE,9.38,306,-21.22222222222222,76,13.81
2017-01-03 16:00:00,KAGGLE_WIND_TURBINE,7.73,320,-8.61111111111111,44,10.79
2017-01-03 16:00:00,KAGGLE_WIND_TURBINE,7.46,302,-1.8888888888888882,85,11.48
2017-01-03 17:00:00,KAGGLE_WIND_TURBINE,3.16,305,2.8888888888888906,99,5.73
2017-01-03 17:00:00,KAGGLE_WIND_TURBINE,9.04,303,-21.944444444444443,76,13.74
2017-01-03 17:00:00,KAGGLE_WIND_TURBINE,6.79,317,-9.38888888888889,48,10.27
2017-01-03 17:00:00,KAGGLE_WIND_TURBINE,8.45,297,-3.944444444444445,81,12.71
2017-01-03 18:00:00,KAGGLE_WIND_TURBINE,2.13,319,2.4444444444444438,99,4.53
2017-01-03 18:00:00,KAGGLE_WIND_TURBINE,8.96,309,-22.22222222222222,76,13.81
2017-01-03 18:00:00,KAGGLE_WIND_TURBINE,6.61,309,-11.11111111111111,53,9.78
2017-01-03 18:00:00,KAGGLE_WIND_TURBINE,8.45,291,-3.944444444444445,81,12.76
2017-01-03 19:00:00,KAGGLE_WIND_TURBINE,3.31,295,2.333333333333335,99,5.52
2017-01-03 19:00:00,KAGGLE_WIND_TURBINE,9.27,305,-22.72222222222222,76,14.17
2017-01-03 19:00:00,KAGGLE_WIND_TURBINE,7.23,311,-12.0,53,10.7
2017-01-03 19:00:00,KAGGLE_WIND_TURBINE,8.52,292,-6.5,77,12.68
2017-01-03 20:00:00,KAGGLE_WIND_TURBINE,3.32,291,2.055555555555557,99,5.46
2017-01-03 20:00:00,KAGGLE_WIND_TURBINE,9.38,301,-23.055555555555557,76,14.4
2017-01-03 20:00:00,KAGGLE_WIND_TURBINE,7.25,309,-12.777777777777779,54,10.79
2017-01-03 20:00:00,KAGGLE_WIND_TURBINE,8.95,295,-9.11111111111111,77,13.46
2017-01-03 21:00:00,KAGGLE_WIND_TURBINE,3.57,288,1.8888888888888882,100,5.7
2017-01-03 21:00:00,KAGGLE_WIND_TURBINE,9.28,300,-23.333333333333332,75,14.31
2017-01-03 21:00:00,KAGGLE_WIND_TURBINE,6.64,307,-13.333333333333334,55,9.82
2017-01-03 21:00:00,KAGGLE_WIND_TURBINE,9.08,295,-11.055555555555555,75,13.64
2017-01-03 22:00:00,KAGGLE_WIND_TURBINE,4.85,278,1.6666666666666667,99,8.14
2017-01-03 22:00:00,KAGGLE_WIND_TURBINE,9.52,302,-23.72222222222222,74,14.65
2017-01-03 22:00:00,KAGGLE_WIND_TURBINE,6.8,303,-13.944444444444445,56,10.15
2017-01-03 22:00:00,KAGGLE_WIND_TURBINE,8.99,297,-12.444444444444445,73,13.42
2017-01-03 23:00:00,KAGGLE_WIND_TURBINE,5.87,284,1.1111111111111112,97,10.41
2017-01-03 23:00:00,KAGGLE_WIND_TURBINE,9.13,302,-24.055555555555557,73,14.24
2017-01-03 23:00:00,KAGGLE_WIND_TURBINE,6.91,301,-14.555555555555555,57,10.38
2017-01-03 23:00:00,KAGGLE_WIND_TURBINE,9.58,299,-13.61111111111111,71,14.1
2017-01-04 00:00:00,KAGGLE_WIND_TURBINE,4.84,288,0.944444444444446,95,8.32
2017-01-04 00:00:00,KAGGLE_WIND_TURBINE,8.82,299,-24.333333333333332,73,13.76
2017-01-04 00:00:00,KAGGLE_WIND_TURBINE,6.58,298,-15.166666666666666,58,9.95
2017-01-04 00:00:00,KAGGLE_WIND_TURBINE,9.53,298,-14.38888888888889,70,14.14
2017-01-04 01:00:00,KAGGLE_WIND_TURBINE,5.95,278,0.33333333333333415,95,10.11
2017-01-04 01:00:00,KAGGLE_WIND_TURBINE,8.59,296,-24.666666666666668,73,13.55
2017-01-04 01:00:00,KAGGLE_WIND_TURBINE,6.4,297,-15.666666666666666,58,9.71
2017-01-04 01:00:00,KAGGLE_WIND_TURBINE,9.21,297,-14.777777777777779,69,13.78
2017-01-04 02:00:00,KAGGLE_WIND_TURBINE,5.85,278,0.16666666666666508,93,9.93
2017-01-04 02:00:00,KAGGLE_WIND_TURBINE,8.54,297,-24.833333333333332,74,13.52
2017-01-04 02:00:00,KAGGLE_WIND_TURBINE,6.26,297,-16.055555555555557,57,9.53
2017-01-04 02:00:00,KAGGLE_WIND_TURBINE,8.81,295,-14.944444444444445,69,13.28
2017-01-04 03:00:00,KAGGLE_WIND_TURBINE,7.26,277,-0.055555555555556344,91,11.81
2017-01-04 03:00:00,KAGGLE_WIND_TURBINE,8.37,299,-24.88888888888889,74,13.34
2017-01-04 03:00:00,KAGGLE_WIND_TURBINE,6.26,299,-16.333333333333332,57,9.5
2017-01-04 03:00:00,KAGGLE_WIND_TURBINE,8.15,293,-15.055555555555555,70,12.67
2017-01-04 04:00:00,KAGGLE_WIND_TURBINE,7.41,272,-1.8333333333333337,88,11.93
2017-01-04 04:00:00,KAGGLE_WIND_TURBINE,8.06,300,-24.833333333333332,74,12.98
2017-01-04 04:00:00,KAGGLE_WIND_TURBINE,6.31,299,-16.666666666666668,56,9.47
2017-01-04 04:00:00,KAGGLE_WIND_TURBINE,8.59,295,-15.11111111111111,70,13.15
2017-01-04 05:00:00,KAGGLE_WIND_TURBINE,7.6,268,-3.3888888888888897,78,12.3
2017-01-04 05:00:00,KAGGLE_WIND_TURBINE,7.89,300,-24.77777777777778,75,12.86
2017-01-04 05:00:00,KAGGLE_WIND_TURBINE,5.74,305,-16.944444444444443,56,8.72
2017-01-04 05:00:00,KAGGLE_WIND_TURBINE,8.72,295,-15.333333333333334,68,13.1
2017-01-04 06:00:00,KAGGLE_WIND_TURBINE,8.33,265,-3.6666666666666674,77,13.42
2017-01-04 06:00:00,KAGGLE_WIND_TURBINE,7.02,303,-25.11111111111111,76,11.7
2017-01-04 06:00:00,KAGGLE_WIND_TURBINE,5.46,305,-17.333333333333332,58,8.0
2017-01-04 06:00:00,KAGGLE_WIND_TURBINE,7.97,290,-15.055555555555555,70,11.77
2017-01-04 07:00:00,KAGGLE_WIND_TURBINE,7.92,266,-5.611111111111112,71,12.81
2017-01-04 07:00:00,KAGGLE_WIND_TURBINE,6.75,295,-25.333333333333332,76,11.29
2017-01-04 07:00:00,KAGGLE_WIND_TURBINE,5.34,308,-17.555555555555557,58,7.87
2017-01-04 07:00:00,KAGGLE_WIND_TURBINE,8.36,291,-15.722222222222221,68,12.48
2017-01-04 08:00:00,KAGGLE_WIND_TURBINE,8.71,267,-7.111111111111111,62,13.81
2017-01-04 08:00:00,KAGGLE_WIND_TURBINE,6.71,287,-25.555555555555557,76,11.14
2017-01-04 08:00:00,KAGGLE_WIND_TURBINE,5.2,300,-17.72222222222222,58,7.66
2017-01-04 08:00:00,KAGGLE_WIND_TURBINE,8.42,294,-16.27777777777778,67,12.31
2017-01-04 09:00:00,KAGGLE_WIND_TURBINE,8.52,266,-8.11111111111111,56,13.51
2017-01-04 09:00:00,KAGGLE_WIND_TURBINE,6.77,286,-25.5,75,11.14
2017-01-04 09:00:00,KAGGLE_WIND_TURBINE,5.91,304,-16.833333333333332,52,8.1
2017-01-04 09:00:00,KAGGLE_WIND_TURBINE,8.29,293,-16.555555555555557,66,11.91
2017-01-04 10:00:00,KAGGLE_WIND_TURBINE,9.1,272,-7.888888888888889,49,14.13
2017-01-04 10:00:00,KAGGLE_WIND_TURBINE,6.84,282,-24.77777777777778,74,11.11
2017-01-04 10:00:00,KAGGLE_WIND_TURBINE,5.47,310,-15.555555555555555,44,7.16
2017-01-04 10:00:00,KAGGLE_WIND_TURBINE,8.17,292,-16.444444444444443,64,11.49
2017-01-04 11:00:00,KAGGLE_WIND_TURBINE,9.14,275,-7.944444444444445,50,13.96
2017-01-04 11:00:00,KAGGLE_WIND_TURBINE,7.32,275,-24.22222222222222,74,11.43
2017-01-04 11:00:00,KAGGLE_WIND_TURBINE,5.22,306,-14.0,37,6.78
2017-01-04 11:00:00,KAGGLE_WIND_TURBINE,8.1,288,-16.0,65,11.35
2017-01-04 12:00:00,KAGGLE_WIND_TURBINE,9.1,271,-7.944444444444445,48,13.81
2017-01-04 12:00:00,KAGGLE_WIND_TURBINE,7.1,269,-23.72222222222222,74,11.23
2017-01-04 12:00:00,KAGGLE_WIND_TURBINE,5.38,305,-12.666666666666666,31,6.96
2017-01-04 12:00:00,KAGGLE_WIND_TURBINE,7.84,287,-15.38888888888889,64,10.88
2017-01-04 13:00:00,KAGGLE_WIND_TURBINE,9.0,270,-8.277777777777779,47,13.9
2017-01-04 13:00:00,KAGGLE_WIND_TURBINE,6.81,273,-22.944444444444443,73,10.98
2017-01-04 13:00:00,KAGGLE_WIND_TURBINE,5.39,301,-11.61111111111111,26,7.05
2017-01-04 13:00:00,KAGGLE_WIND_TURBINE,7.43,287,-14.944444444444445,63,10.37
2017-01-04 14:00:00,KAGGLE_WIND_TURBINE,9.0,269,-8.833333333333334,46,13.8
2017-01-04 14:00:00,KAGGLE_WIND_TURBINE,6.79,279,-22.666666666666668,73,10.89
2017-01-04 14:00:00,KAGGLE_WIND_TURBINE,5.2,300,-11.277777777777779,24,6.72
2017-01-04 14:00:00,KAGGLE_WIND_TURBINE,7.28,286,-14.833333333333334,62,10.19
2017-01-04 15:00:00,KAGGLE_WIND_TURBINE,8.8,269,-9.055555555555555,45,13.7
2017-01-04 15:00:00,KAGGLE_WIND_TURBINE,7.07,278,-22.61111111111111,73,10.79
2017-01-04 15:00:00,KAGGLE_WIND_TURBINE,4.94,306,-11.277777777777779,23,6.52
2017-01-04 15:00:00,KAGGLE_WIND_TURBINE,6.96,286,-14.944444444444445,62,10.1
2017-01-04 16:00:00,KAGGLE_WIND_TURBINE,8.12,266,-9.555555555555555,49,13.1
2017-01-04 16:00:00,KAGGLE_WIND_TURBINE,6.59,280,-23.166666666666668,75,10.36
2017-01-04 16:00:00,KAGGLE_WIND_TURBINE,4.96,312,-11.555555555555555,24,6.66
2017-01-04 16:00:00,KAGGLE_WIND_TURBINE,6.33,286,-15.444444444444445,64,9.75
2017-01-04 17:00:00,KAGGLE_WIND_TURBINE,8.2,271,-9.666666666666666,49,13.42
2017-01-04 17:00:00,KAGGLE_WIND_TURBINE,6.45,283,-24.055555555555557,76,10.4
2017-01-04 17:00:00,KAGGLE_WIND_TURBINE,4.6,326,-12.055555555555555,27,6.32
2017-01-04 17:00:00,KAGGLE_WIND_TURBINE,6.1,288,-16.22222222222222,67,9.99
2017-01-04 18:00:00,KAGGLE_WIND_TURBINE,7.61,268,-9.944444444444445,52,12.6
2017-01-04 18:00:00,KAGGLE_WIND_TURBINE,6.71,290,-23.88888888888889,77,10.73
2017-01-04 18:00:00,KAGGLE_WIND_TURBINE,3.75,316,-13.222222222222221,36,4.96
2017-01-04 18:00:00,KAGGLE_WIND_TURBINE,6.07,287,-16.38888888888889,66,9.46
2017-01-04 19:00:00,KAGGLE_WIND_TURBINE,7.5,268,-10.11111111111111,52,12.4
2017-01-04 19:00:00,KAGGLE_WIND_TURBINE,6.85,293,-24.11111111111111,77,10.88
2017-01-04 19:00:00,KAGGLE_WIND_TURBINE,3.2,309,-13.222222222222221,40,4.25
2017-01-04 19:00:00,KAGGLE_WIND_TURBINE,5.95,287,-16.833333333333332,66,9.52
