timestamp,plant_id,plant_type,installed_capacity_mw,generation_mw,availability_flag,latitude,longitude,hub_height_m
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
2023-12-31 23:30:00,4,wind,50.0,0.7862,1,16.75,75.9,106
2023-12-31 23:30:00,5,wind,302.4,0.0,1,15.42,75.62,135
2023-12-31 23:30:00,6,wind,46.0,0.0879,1,16.55,76.2,100
2023-12-31 23:30:00,7,wind,50.4,2.858,1,15.35,75.58,65
2023-12-31 23:30:00,8,wind,50.0,0.0,1,16.14,74.83,80
2023-12-31 23:30:00,1,wind,56.1,0.0,1,14.2,76.433,80
2023-12-31 23:30:00,2,wind,78.0,0.0,1,16.83,75.72,120
2023-12-31 23:30:00,3,wind,14.0,0.0,1,14.108,76.391,65
