timestamp,plant_id,temperature_c,wind_speed_ms,wind_speed_80m,wind_speed_120m,wind_direction_deg,humidity_pct
2022-01-01 02:30:00,4,15.47,3.831,3.831,3.815,258.2,54.25
2022-01-01 02:30:00,5,17.43,3.789,3.789,4.217,273.3,55.6
2022-01-01 02:30:00,6,14.16,5.44,5.44,5.812,255.2,51.07
2022-01-01 02:30:00,7,13.96,3.739,3.739,3.864,251.0,54.83
2022-01-01 02:30:00,8,12.47,4.49,4.49,4.864,254.6,47.82
2022-01-01 03:00:00,1,19.09,3.931,3.931,4.472,167.0,50.65
2022-01-01 03:00:00,2,15.52,3.938,3.938,4.226,177.7,57.5
2022-01-01 03:00:00,3,16.6,3.383,3.383,3.492,172.3,54.66
2022-01-01 03:00:00,4,16.1,5.272,5.272,5.323,173.0,50.4
2022-01-01 03:00:00,5,17.32,3.018,3.018,3.68,184.4,53.77
2022-01-01 03:00:00,6,14.3,6.239,6.239,6.602,171.2,50.37
2022-01-01 03:00:00,7,12.9,5.136,5.136,4.898,170.2,52.23
2022-01-01 03:00:00,8,14.02,5.869,5.869,6.257,171.9,52.75
2022-01-01 03:30:00,1,19.28,4.106,4.106,4.063,213.3,50.91
2022-01-01 03:30:00,2,16.66,4.168,4.168,4.453,211.9,58.54
2022-01-01 03:30:00,3,17.43,5.461,5.461,5.56,217.8,52.04
2022-01-01 03:30:00,4,16.81,3.625,3.625,3.614,205.6,54.57
2022-01-01 03:30:00,5,19.4,2.9,2.9,3.196,221.6,51.07
2022-01-01 03:30:00,6,14.14,6.0,6.0,6.273,213.3,47.04
2022-01-01 03:30:00,7,15.98,4.224,4.224,4.563,206.7,58.02
2022-01-01 03:30:00,8,14.03,3.419,3.419,3.977,212.4,55.23
2022-01-01 04:00:00,1,17.96,4.797,4.797,5.121,245.3,58.76
2022-01-01 04:00:00,2,16.36,4.517,4.517,4.818,243.8,55.75
2022-01-01 04:00:00,3,18.35,4.567,4.567,4.694,251.4,53.78
2022-01-01 04:00:00,4,17.87,4.748,4.748,4.762,249.0,55.97
2022-01-01 04:00:00,5,21.06,4.697,4.697,5.118,258.1,55.39
2022-01-01 04:00:00,6,14.18,4.772,4.772,5.213,241.7,50.5
2022-01-01 04:00:00,7,16.18,4.812,4.812,5.034,241.0,52.24
2022-01-01 04:00:00,8,16.24,4.174,4.174,4.576,246.5,53.65
2022-01-01 04:30:00,1,19.31,4.735,4.735,5.058,209.6,47.63
2022-01-01 04:30:00,2,19.09,4.304,4.304,4.692,192.7,55.67
2022-01-01 04:30:00,3,18.53,6.786,6.786,7.33,210.9,47.4
2022-01-01 04:30:00,4,18.38,5.053,5.053,5.246,204.6,55.46
2022-01-01 04:30:00,5,20.8,8.342,8.342,8.803,218.7,45.89
2022-01-01 04:30:00,6,16.38,5.692,5.692,6.147,197.0,55.83
2022-01-01 04:30:00,7,18.01,3.602,3.602,3.764,195.7,49.53
2022-01-01 04:30:00,8,14.2,5.032,5.032,5.281,218.3,49.91
2022-01-01 05:00:00,1,21.85,5.95,5.95,6.283,212.6,50.64
2022-01-01 05:00:00,2,16.98,4.967,4.967,5.557,204.4,56.87
2022-01-01 05:00:00,3,19.32,5.737,5.737,5.951,206.8,52.47
2022-01-01 05:00:00,4,19.71,4.767,4.767,5.115,219.0,56.49
2022-01-01 05:00:00,5,20.6,3.613,3.613,3.832,220.0,52.39
2022-01-01 05:00:00,6,15.8,7.686,7.686,8.429,204.1,50.98
2022-01-01 05:00:00,7,17.62,5.512,5.512,5.945,211.6,50.58
2022-01-01 05:00:00,8,16.08,5.441,5.441,5.689,209.4,49.67
2022-01-01 05:30:00,1,21.81,4.42,4.42,4.613,215.2,55.57
2022-01-01 05:30:00,2,17.91,2.238,2.238,2.315,213.9,56.32
2022-01-01 05:30:00,3,20.93,2.025,2.025,2.137,214.4,52.61
2022-01-01 05:30:00,4,21.22,6.034,6.034,6.081,219.3,53.51
2022-01-01 05:30:00,5,23.13,2.931,2.931,3.404,231.2,56.6
2022-01-01 05:30:00,6,17.45,4.322,4.322,4.507,222.6,49.27
2022-01-01 05:30:00,7,18.63,7.456,7.456,7.953,225.8,51.37
2022-01-01 05:30:00,8,17.62,5.95,5.95,6.07,215.1,45.52
2022-01-01 06:00:00,1,22.65,4.534,4.534,4.844,256.6,57.18
2022-01-01 06:00:00,2,19.75,4.227,4.227,4.439,248.5,54.41
2022-01-01 06:00:00,3,21.87,4.739,4.739,5.092,248.6,55.12
2022-01-01 06:00:00,4,20.14,4.927,4.927,5.009,257.3,53.89
2022-01-01 06:00:00,5,23.47,6.47,6.47,6.855,254.4,47.07
2022-01-01 06:00:00,6,18.02,4.983,4.983,5.395,255.5,54.4
2022-01-01 06:00:00,7,18.12,5.023,5.023,5.637,243.9,52.08
2022-01-01 06:00:00,8,19.33,5.436,5.436,6.177,246.6,53.46
2022-01-01 06:30:00,1,22.89,4.581,4.581,4.96,204.6,50.09
2022-01-01 06:30:00,2,20.13,3.851,3.851,4.294,195.9,52.75
2022-01-01 06:30:00,3,20.54,4.787,4.787,5.057,211.0,48.23
2022-01-01 06:30:00,4,21.3,3.267,3.267,3.763,220.4,54.64
2022-01-01 06:30:00,5,24.34,4.797,4.797,4.888,220.4,55.99
2022-01-01 06:30:00,6,19.28,6.627,6.627,6.821,206.5,46.62
2022-01-01 06:30:00,7,20.59,4.127,4.127,4.038,207.6,56.45
2022-01-01 06:30:00,8,20.03,5.492,5.492,5.691,203.0,54.17
2022-01-01 07:00:00,1,23.79,5.634,5.634,5.874,217.2,52.61
2022-01-01 07:00:00,2,18.65,3.529,3.529,3.588,208.8,50.87
2022-01-01 07:00:00,3,23.04,7.227,7.227,7.721,209.8,53.17
2022-01-01 07:00:00,4,21.35,7.135,7.135,7.407,221.0,50.18
2022-01-01 07:00:00,5,24.48,4.222,4.222,4.653,227.5,49.67
2022-01-01 07:00:00,6,20.64,6.601,6.601,7.19,208.2,51.92
2022-01-01 07:00:00,7,21.31,3.484,3.484,3.583,218.9,53.45
2022-01-01 07:00:00,8,19.27,5.098,5.098,5.523,214.1,51.68
2022-01-01 07:30:00,1,24.56,5.714,5.714,5.847,218.2,50.46
2022-01-01 07:30:00,2,22.55,5.068,5.068,5.247,204.3,52.79
2022-01-01 07:30:00,3,23.06,6.621,6.621,6.995,210.8,52.88
2022-01-01 07:30:00,4,21.8,4.464,4.464,4.786,220.7,58.27
2022-01-01 07:30:00,5,24.84,7.771,7.771,8.358,236.8,49.5
2022-01-01 07:30:00,6,20.21,5.563,5.563,5.725,223.2,49.1
2022-01-01 07:30:00,7,21.36,5.185,5.185,5.664,207.9,49.77
2022-01-01 07:30:00,8,19.13,5.804,5.804,5.819,206.9,58.65
2022-01-01 08:00:00,1,25.12,8.088,8.088,8.306,269.2,52.77
2022-01-01 08:00:00,2,22.59,5.848,5.848,6.017,262.3,54.5
2022-01-01 08:00:00,3,25.95,4.857,4.857,5.444,272.7,54.42
2022-01-01 08:00:00,4,22.12,6.077,6.077,6.316,257.8,53.91
2022-01-01 08:00:00,5,26.66,6.932,6.932,7.549,269.0,48.46
2022-01-01 08:00:00,6,20.91,5.156,5.156,4.925,279.2,54.68
2022-01-01 08:00:00,7,23.11,5.536,5.536,5.677,264.3,52.68
2022-01-01 08:00:00,8,21.64,4.261,4.261,4.222,270.4,49.82
2022-01-01 08:30:00,1,27.04,4.132,4.132,4.665,272.1,50.34
2022-01-01 08:30:00,2,22.44,5.761,5.761,6.432,262.2,56.76
2022-01-01 08:30:00,3,24.39,4.456,4.456,4.489,258.9,50.09
2022-01-01 08:30:00,4,25.0,5.628,5.628,5.86,264.3,51.08
2022-01-01 08:30:00,5,26.47,6.67,6.67,7.196,273.5,55.16
2022-01-01 08:30:00,6,22.16,4.441,4.441,4.915,266.2,50.3
2022-01-01 08:30:00,7,22.11,5.836,5.836,6.32,268.6,48.15
2022-01-01 08:30:00,8,21.28,6.038,6.038,6.558,274.3,53.36
2022-01-01 09:00:00,1,26.02,5.989,5.989,6.52,245.6,51.11
2022-01-01 09:00:00,2,23.41,5.9,5.9,6.417,224.4,51.98
2022-01-01 09:00:00,3,25.81,3.774,3.774,3.975,251.8,50.03
2022-01-01 09:00:00,4,26.09,5.045,5.045,5.387,232.8,57.1
2022-01-01 09:00:00,5,26.62,7.563,7.563,8.39,250.9,47.81
2022-01-01 09:00:00,6,22.81,6.163,6.163,6.372,239.1,48.98
2022-01-01 09:00:00,7,23.81,6.563,6.563,7.156,241.4,52.06
2022-01-01 09:00:00,8,22.1,7.095,7.095,7.608,237.5,57.92
2022-01-01 09:30:00,1,26.79,5.531,5.531,5.784,230.4,48.86
2022-01-01 09:30:00,2,23.21,6.7,6.7,6.939,214.2,53.98
2022-01-01 09:30:00,3,27.24,7.053,7.053,7.441,240.4,44.69
2022-01-01 09:30:00,4,25.32,4.823,4.823,5.122,225.8,53.97
2022-01-01 09:30:00,5,29.82,5.39,5.39,5.729,240.1,49.72
2022-01-01 09:30:00,6,21.97,5.924,5.924,6.103,224.1,46.8
2022-01-01 09:30:00,7,25.76,6.009,6.009,6.377,226.1,55.08
2022-01-01 09:30:00,8,22.27,6.365,6.365,6.679,232.3,55.09
2022-01-01 10:00:00,1,27.4,4.194,4.194,4.737,244.6,56.75
2022-01-01 10:00:00,2,25.93,6.537,6.537,7.047,217.6,53.48
2022-01-01 10:00:00,3,25.23,5.13,5.13,5.243,233.8,46.53
2022-01-01 10:00:00,4,25.09,5.743,5.743,6.361,235.9,60.94
2022-01-01 10:00:00,5,29.93,7.658,7.658,8.399,245.9,52.74
2022-01-01 10:00:00,6,23.52,6.404,6.404,6.654,229.0,50.89
2022-01-01 10:00:00,7,23.64,5.593,5.593,6.139,234.2,57.13
2022-01-01 10:00:00,8,23.22,5.476,5.476,5.542,244.7,55.17
2022-01-01 10:30:00,1,28.68,7.537,7.537,8.168,257.1,47.53
2022-01-01 10:30:00,2,25.6,5.426,5.426,5.657,251.8,54.91
2022-01-01 10:30:00,3,26.59,7.871,7.871,8.274,254.1,50.93
2022-01-01 10:30:00,4,26.35,4.781,4.781,5.471,257.9,51.07
2022-01-01 10:30:00,5,28.78,8.062,8.062,8.727,264.1,50.99
2022-01-01 10:30:00,6,23.87,6.285,6.285,7.107,246.7,44.95
2022-01-01 10:30:00,7,25.3,5.087,5.087,5.539,254.8,53.89
2022-01-01 10:30:00,8,25.13,7.422,7.422,8.014,247.4,53.43
2022-01-01 11:00:00,1,30.41,5.75,5.75,6.029,207.0,47.11
2022-01-01 11:00:00,2,25.11,5.307,5.307,5.391,201.2,54.81
2022-01-01 11:00:00,3,26.21,7.247,7.247,7.437,209.9,47.21
2022-01-01 11:00:00,4,28.57,6.998,6.998,7.332,203.9,51.35
2022-01-01 11:00:00,5,28.8,6.419,6.419,6.704,213.7,49.05
2022-01-01 11:00:00,6,22.56,5.553,5.553,6.033,197.5,49.41
2022-01-01 11:00:00,7,24.06,4.799,4.799,5.233,190.3,49.29
2022-01-01 11:00:00,8,23.57,5.211,5.211,5.739,199.2,55.31
2022-01-01 11:30:00,1,28.19,6.722,6.722,6.995,241.7,54.57
2022-01-01 11:30:00,2,25.54,5.527,5.527,5.468,243.4,49.38
2022-01-01 11:30:00,3,26.57,3.873,3.873,3.763,248.0,54.14
2022-01-01 11:30:00,4,27.76,4.812,4.812,5.212,249.6,53.76
2022-01-01 11:30:00,5,28.7,6.24,6.24,6.451,258.2,51.93
2022-01-01 11:30:00,6,24.22,2.586,2.586,2.555,236.9,46.08
2022-01-01 11:30:00,7,25.02,6.441,6.441,6.633,237.3,54.56
2022-01-01 11:30:00,8,23.81,6.924,6.924,7.33,252.5,49.06
2022-01-01 12:00:00,1,29.74,6.801,6.801,7.035,193.8,51.24
2022-01-01 12:00:00,2,25.17,4.313,4.313,4.594,192.6,50.81
2022-01-01 12:00:00,3,27.14,7.55,7.55,7.88,192.7,49.83
2022-01-01 12:00:00,4,28.01,5.505,5.505,5.499,208.5,52.28
2022-01-01 12:00:00,5,30.07,4.658,4.658,5.261,218.8,50.51
2022-01-01 12:00:00,6,24.96,4.379,4.379,4.445,194.7,48.51
2022-01-01 12:00:00,7,25.51,6.679,6.679,6.901,203.8,55.22
2022-01-01 12:00:00,8,22.62,7.081,7.081,7.6,191.0,56.26
2022-01-01 12:30:00,1,28.4,5.392,5.392,5.645,213.6,58.29
2022-01-01 12:30:00,2,24.49,4.548,4.548,4.925,200.7,57.94
2022-01-01 12:30:00,3,26.81,4.303,4.303,4.81,222.9,51.99
2022-01-01 12:30:00,4,27.18,3.684,3.684,3.887,215.3,58.74
2022-01-01 12:30:00,5,29.65,7.413,7.413,7.945,227.2,55.94
2022-01-01 12:30:00,6,24.94,2.461,2.461,2.231,198.7,50.41
2022-01-01 12:30:00,7,25.66,7.01,7.01,7.075,204.2,56.84
2022-01-01 12:30:00,8,24.76,6.456,6.456,6.879,210.7,55.09
2022-01-01 13:00:00,1,26.92,4.214,4.214,4.566,236.7,49.8
2022-01-01 13:00:00,2,24.1,7.241,7.241,8.094,234.8,49.93
2022-01-01 13:00:00,3,28.36,6.368,6.368,6.927,243.4,48.96
2022-01-01 13:00:00,4,26.71,5.559,5.559,5.601,240.6,57.11
2022-01-01 13:00:00,5,29.02,4.668,4.668,5.04,261.9,52.01
2022-01-01 13:00:00,6,23.02,7.1,7.1,7.405,231.7,51.74
2022-01-01 13:00:00,7,25.88,5.528,5.528,6.025,241.8,58.5
2022-01-01 13:00:00,8,24.52,7.356,7.356,7.604,239.5,50.25
2022-01-01 13:30:00,1,28.21,4.507,4.507,4.598,197.6,57.41
2022-01-01 13:30:00,2,24.96,5.08,5.08,5.447,185.4,53.08
2022-01-01 13:30:00,3,25.88,5.746,5.746,5.988,195.2,51.92
2022-01-01 13:30:00,4,25.44,4.951,4.951,5.377,199.5,58.4
2022-01-01 13:30:00,5,28.64,6.671,6.671,7.01,206.9,50.79
2022-01-01 13:30:00,6,22.22,3.849,3.849,4.223,195.4,47.6
2022-01-01 13:30:00,7,24.54,4.735,4.735,5.035,188.7,57.49
2022-01-01 13:30:00,8,24.32,3.098,3.098,3.33,195.5,49.39
2022-01-01 14:00:00,1,26.54,5.863,5.863,6.349,228.4,53.71
2022-01-01 14:00:00,2,25.65,6.271,6.271,6.438,220.9,54.04
2022-01-01 14:00:00,3,26.01,4.015,4.015,4.109,215.0,52.43
2022-01-01 14:00:00,4,25.69,4.817,4.817,5.17,227.8,48.9
2022-01-01 14:00:00,5,26.76,4.736,4.736,5.059,222.0,57.57
2022-01-01 14:00:00,6,23.05,6.267,6.267,6.517,211.0,47.39
2022-01-01 14:00:00,7,23.03,4.979,4.979,5.356,208.1,50.01
2022-01-01 14:00:00,8,22.85,5.834,5.834,5.899,223.3,49.31
2022-01-01 14:30:00,1,27.38,5.064,5.064,5.522,199.8,55.26
2022-01-01 14:30:00,2,23.01,6.599,6.599,6.949,207.9,54.19
2022-01-01 14:30:00,3,24.45,5.293,5.293,5.544,210.6,48.17
2022-01-01 14:30:00,4,26.3,4.071,4.071,4.517,206.7,51.79
2022-01-01 14:30:00,5,27.76,4.448,4.448,4.963,216.9,48.84
2022-01-01 14:30:00,6,23.81,6.633,6.633,6.842,200.3,55.38
2022-01-01 14:30:00,7,24.54,5.585,5.585,5.91,207.6,53.36
2022-01-01 14:30:00,8,22.89,4.796,4.796,5.035,205.1,50.38
2022-01-01 15:00:00,1,26.17,6.214,6.214,6.627,208.0,51.27
2022-01-01 15:00:00,2,24.96,5.711,5.711,5.614,208.9,53.3
2022-01-01 15:00:00,3,26.33,7.635,7.635,8.151,215.2,51.32
2022-01-01 15:00:00,4,25.86,7.451,7.451,8.054,213.3,51.73
2022-01-01 15:00:00,5,27.01,5.565,5.565,6.022,226.5,45.34
2022-01-01 15:00:00,6,21.95,4.741,4.741,4.925,207.5,48.51
2022-01-01 15:00:00,7,23.53,7.879,7.879,7.958,219.1,57.67
2022-01-01 15:00:00,8,22.25,5.069,5.069,5.22,216.4,47.31
2022-01-01 15:30:00,1,27.88,5.29,5.29,5.482,170.4,51.25
2022-01-01 15:30:00,2,24.35,5.235,5.235,5.109,164.0,55.72
2022-01-01 15:30:00,3,26.1,3.835,3.835,3.958,160.2,52.06
2022-01-01 15:30:00,4,26.3,4.131,4.131,4.155,167.8,51.28
2022-01-01 15:30:00,5,27.41,6.713,6.713,7.145,174.6,50.42
2022-01-01 15:30:00,6,21.85,5.211,5.211,5.299,169.7,51.43
2022-01-01 15:30:00,7,23.44,6.86,6.86,7.144,162.7,53.56
2022-01-01 15:30:00,8,22.25,2.903,2.903,3.077,171.7,50.14
2022-01-01 16:00:00,1,25.02,4.658,4.658,4.625,192.1,55.02
2022-01-01 16:00:00,2,22.6,6.966,6.966,7.775,175.8,51.72
2022-01-01 16:00:00,3,24.18,6.906,6.906,7.566,193.4,51.91
2022-01-01 16:00:00,4,23.81,5.468,5.468,5.877,182.5,53.91
2022-01-01 16:00:00,5,24.84,7.585,7.585,8.057,196.4,53.41
2022-01-01 16:00:00,6,22.3,2.874,2.874,3.133,178.3,51.85
2022-01-01 16:00:00,7,23.09,4.912,4.912,5.223,180.1,54.42
2022-01-01 16:00:00,8,21.17,4.747,4.747,4.879,182.4,51.1
2022-01-01 16:30:00,1,24.58,5.306,5.306,5.373,210.1,50.23
2022-01-01 16:30:00,2,22.93,5.557,5.557,5.985,211.5,56.18
2022-01-01 16:30:00,3,22.62,6.37,6.37,6.903,209.6,48.94
2022-01-01 16:30:00,4,24.29,6.585,6.585,6.992,214.4,48.98
2022-01-01 16:30:00,5,25.97,5.003,5.003,5.61,220.0,50.45
2022-01-01 16:30:00,6,19.82,7.686,7.686,8.484,201.6,47.22
2022-01-01 16:30:00,7,20.79,4.719,4.719,4.801,197.5,47.85
2022-01-01 16:30:00,8,21.58,4.457,4.457,4.61,207.9,52.15
2022-01-01 17:00:00,1,23.95,5.319,5.319,5.609,233.4,56.49
2022-01-01 17:00:00,2,22.72,4.139,4.139,4.325,229.5,57.65
2022-01-01 17:00:00,3,23.47,4.046,4.046,4.388,249.6,49.02
2022-01-01 17:00:00,4,23.86,4.794,4.794,5.019,247.1,55.5
2022-01-01 17:00:00,5,24.24,5.775,5.775,6.455,251.4,50.15
2022-01-01 17:00:00,6,19.54,4.819,4.819,5.398,235.5,49.59
2022-01-01 17:00:00,7,21.64,3.6,3.6,3.778,239.1,45.78
2022-01-01 17:00:00,8,19.92,6.523,6.523,7.249,242.2,53.88
2022-01-01 17:30:00,1,23.29,2.653,2.653,2.834,221.2,49.05
2022-01-01 17:30:00,2,19.99,6.148,6.148,6.559,212.4,55.73
2022-01-01 17:30:00,3,20.35,5.847,5.847,6.224,224.8,50.32
2022-01-01 17:30:00,4,21.42,5.312,5.312,5.665,230.2,52.81
2022-01-01 17:30:00,5,23.82,6.228,6.228,6.71,230.8,52.62
2022-01-01 17:30:00,6,17.09,6.288,6.288,6.672,212.3,47.26
2022-01-01 17:30:00,7,20.52,5.389,5.389,5.306,221.0,48.95
2022-01-01 17:30:00,8,18.77,5.554,5.554,5.764,222.6,51.26
2022-01-01 18:00:00,1,22.39,3.523,3.523,3.55,222.4,50.86
2022-01-01 18:00:00,2,19.67,4.969,4.969,5.118,227.4,59.54
2022-01-01 18:00:00,3,20.72,5.649,5.649,5.858,223.4,53.12
2022-01-01 18:00:00,4,20.89,5.149,5.149,5.314,223.3,52.57
2022-01-01 18:00:00,5,23.02,3.101,3.101,3.595,227.5,52.16
2022-01-01 18:00:00,6,17.16,4.451,4.451,5.181,214.3,48.44
2022-01-01 18:00:00,7,18.86,3.643,3.643,4.278,224.1,54.67
2022-01-01 18:00:00,8,18.51,5.956,5.956,6.354,218.6,52.36
2022-01-01 18:30:00,1,21.23,2.308,2.308,2.605,234.9,55.78
2022-01-01 18:30:00,2,19.03,5.935,5.935,6.361,235.9,53.82
2022-01-01 18:30:00,3,19.63,4.6,4.6,4.99,238.6,49.37
2022-01-01 18:30:00,4,19.38,6.582,6.582,6.997,245.4,57.27
2022-01-01 18:30:00,5,21.93,6.179,6.179,7.102,241.8,45.98
2022-01-01 18:30:00,6,16.92,4.153,4.153,4.157,238.5,51.48
2022-01-01 18:30:00,7,18.74,4.7,4.7,4.694,239.2,56.97
2022-01-01 18:30:00,8,18.34,7.162,7.162,7.328,234.7,53.27
2022-01-01 19:00:00,1,21.4,5.08,5.08,4.784,197.5,51.95
2022-01-01 19:00:00,2,18.13,3.66,3.66,3.781,201.0,58.68
2022-01-01 19:00:00,3,20.56,2.841,2.841,3.179,208.2,51.09
2022-01-01 19:00:00,4,19.39,5.435,5.435,5.803,199.7,49.57
2022-01-01 19:00:00,5,22.71,4.497,4.497,4.715,204.6,49.06
2022-01-01 19:00:00,6,16.5,5.421,5.421,5.42,201.7,45.16
2022-01-01 19:00:00,7,18.5,2.742,2.742,2.881,211.6,56.36
2022-01-01 19:00:00,8,18.13,3.67,3.67,3.502,212.0,50.32
2022-01-01 19:30:00,1,19.66,2.21,2.21,2.443,234.5,54.44
2022-01-01 19:30:00,2,18.22,5.413,5.413,5.625,219.9,53.81
2022-01-01 19:30:00,3,18.31,7.36,7.36,7.687,228.9,49.61
2022-01-01 19:30:00,4,18.2,5.761,5.761,5.859,236.0,51.14
2022-01-01 19:30:00,5,21.09,3.722,3.722,3.885,237.1,54.04
2022-01-01 19:30:00,6,14.75,5.066,5.066,5.269,226.1,51.49
2022-01-01 19:30:00,7,17.58,3.634,3.634,4.113,222.2,50.85
2022-01-01 19:30:00,8,16.46,4.109,4.109,4.411,232.4,52.13
2022-01-01 20:00:00,1,19.83,4.288,4.288,4.72,199.4,54.64
2022-01-01 20:00:00,2,16.19,3.202,3.202,3.273,203.7,57.42
2022-01-01 20:00:00,3,17.27,3.871,3.871,4.368,210.3,54.05
2022-01-01 20:00:00,4,19.14,4.994,4.994,5.381,212.5,49.86
2022-01-01 20:00:00,5,21.47,5.202,5.202,5.643,218.4,56.67
2022-01-01 20:00:00,6,14.95,5.502,5.502,5.981,206.7,48.25
2022-01-01 20:00:00,7,15.57,4.398,4.398,4.741,201.5,55.22
2022-01-01 20:00:00,8,14.67,5.649,5.649,5.886,207.0,56.29
2022-01-01 20:30:00,1,17.95,6.437,6.437,6.745,181.7,55.38
2022-01-01 20:30:00,2,15.89,5.186,5.186,5.182,184.4,54.85
2022-01-01 20:30:00,3,18.49,3.381,3.381,3.326,186.7,49.35
2022-01-01 20:30:00,4,17.79,2.678,2.678,3.034,185.8,56.14
2022-01-01 20:30:00,5,18.99,3.032,3.032,3.326,204.5,54.04
2022-01-01 20:30:00,6,14.05,6.485,6.485,6.957,175.0,59.24
2022-01-01 20:30:00,7,17.42,3.892,3.892,4.205,189.0,54.88
2022-01-01 20:30:00,8,12.93,4.794,4.794,5.176,193.0,52.81
2022-01-01 21:00:00,1,18.67,3.37,3.37,3.443,220.8,43.64
2022-01-01 21:00:00,2,15.17,2.527,2.527,2.45,206.6,56.41
2022-01-01 21:00:00,3,17.06,3.67,3.67,4.379,206.3,52.89
2022-01-01 21:00:00,4,16.98,4.729,4.729,4.919,212.7,47.56
2022-01-01 21:00:00,5,18.31,4.922,4.922,5.071,213.6,57.5
2022-01-01 21:00:00,6,14.74,3.451,3.451,3.641,213.2,51.3
2022-01-01 21:00:00,7,15.86,4.156,4.156,4.55,200.4,56.98
2022-01-01 21:00:00,8,13.39,3.795,3.795,3.949,221.4,55.57
2022-01-01 21:30:00,1,17.88,2.814,2.814,2.567,240.6,48.65
2022-01-01 21:30:00,2,15.51,5.27,5.27,5.456,224.9,54.99
2022-01-01 21:30:00,3,16.26,1.665,1.665,1.742,237.1,54.18
2022-01-01 21:30:00,4,16.07,5.517,5.517,5.78,234.3,57.03
2022-01-01 21:30:00,5,19.59,2.24,2.24,2.072,242.7,48.91
2022-01-01 21:30:00,6,14.39,2.958,2.958,3.059,233.0,51.66
2022-01-01 21:30:00,7,15.27,2.659,2.659,2.972,239.2,52.29
2022-01-01 21:30:00,8,13.59,1.877,1.877,2.151,238.5,54.97
2022-01-01 22:00:00,1,17.39,5.454,5.454,5.623,227.1,50.03
2022-01-01 22:00:00,2,15.13,7.213,7.213,7.52,225.0,53.71
2022-01-01 22:00:00,3,15.89,4.444,4.444,5.075,227.2,49.22
